t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 5 31 15 9 0 25 2
0.1 1078470 127212 61470 21 4 24 15 6 0 25 3
0.2 1097707 107971 61465 14 5 26 14 7 1 29 2
0.3 1114006 91669 61467 6 4 34 17 13 2 22 0
0.4 1129676 76003 61468 14 5 28 15 9 1 24 2
0.5 1139269 66411 61473 14 6 31 16 10 0 20 1
0.6 1148299 57385 61476 15 9 34 12 11 0 14 3
0.7 1154555 51134 61474 21 8 25 14 11 0 17 2
0.8 1159526 46161 61474 17 9 28 14 12 0 17 1
0.9 1163019 42674 61472 17 10 29 10 15 2 13 2
1 1164152 41547 61473 23 13 24 7 12 2 15 2
1.1 1166022 39678 61479 22 14 28 9 14 1 10 0
1.2 1166610 39093 61469 23 13 17 10 17 0 18 0
1.3 1167389 38310 61474 27 11 20 10 10 1 18 1
1.4 1167153 38550 61474 25 10 23 10 17 1 10 2
1.5 1168483 37222 61465 20 9 19 11 23 3 13 0
1.6 1168628 37075 61465 24 7 19 9 15 7 17 0
1.7 1169022 36683 61462 24 12 15 5 16 3 20 3
1.8 1168916 36788 61475 23 13 25 8 16 1 12 0
1.9 1167697 38004 61471 19 13 27 6 17 1 13 2
2 1166656 39045 61464 20 10 17 11 20 0 19 1
2.1 1167828 37875 61470 22 10 20 12 20 0 14 0
2.2 1169029 36680 61472 32 10 13 11 15 1 16 0
2.3 1169315 36396 61474 28 11 18 11 21 0 9 0
2.4 1169958 35751 61469 28 9 16 10 21 0 11 3
2.5 1169713 35994 61472 26 11 18 11 19 0 13 0
2.6 1169161 36546 61463 21 8 17 11 25 2 13 1
2.7 1169919 35796 61471 32 9 15 9 21 1 9 2
2.8 1170397 35313 61463 25 9 14 9 22 2 16 1
2.9 1170090 35619 61473 26 9 21 11 21 1 9 0
3 1170181 35527 61472 25 8 21 12 22 1 9 0
3.1 1169929 35780 61475 29 11 20 9 16 1 12 0
3.2 1169506 36202 61475 29 10 19 11 17 0 12 0
3.3 1169084 36621 61470 25 8 20 11 20 0 12 2
3.4 1169927 35778 61479 30 6 23 14 17 0 7 1
3.5 1169347 36355 61474 31 5 19 13 12 2 15 1
3.6 1168924 36776 61460 18 5 19 12 24 0 17 3
3.7 1168730 36973 61462 24 5 16 11 19 3 18 2
3.8 1169012 36697 61474 26 10 22 10 20 1 9 0
3.9 1169522 36192 61469 29 12 14 8 21 0 13 1
4 1170160 35553 61470 30 10 16 8 21 1 9 3
4.1 1169694 36017 61468 34 10 9 9 14 1 20 1
4.2 1169414 36300 61459 20 9 15 9 31 2 11 1
4.3 1169709 36004 61468 31 10 12 9 19 1 15 1
4.4 1170163 35551 61475 30 10 20 9 20 2 7 0
4.5 1169580 36134 61462 23 10 17 6 25 4 12 1
4.6 1169323 36395 61455 22 11 10 6 30 3 15 1
4.7 1169746 35972 61473 27 16 18 6 24 0 7 0
4.8 1170071 35645 61467 28 12 16 5 21 4 11 1
4.9 1170363 35358 61461 26 16 7 6 28 1 14 0
5 1170869 34852 61472 31 17 14 4 21 2 9 0
5.1 1170855 34860 61466 22 16 17 5 25 2 11 0
5.2 1170937 34778 61472 29 15 16 6 19 1 12 0
5.3 1170209 35500 61465 25 12 17 5 17 4 17 1
5.4 1169871 35844 61476 28 16 21 5 19 1 8 0
5.5 1170437 35277 61468 25 12 18 7 23 3 10 0
5.6 1170253 35456 61469 26 12 17 8 19 1 14 1
5.7 1169947 35760 61476 28 14 20 8 14 0 14 0
5.8 1169499 36209 61469 25 11 19 8 18 1 16 0
5.9 1168920 36790 61468 26 11 19 6 18 2 15 1
6 1168514 37192 61467 18 11 25 7 22 2 13 0
6.1 1167603 38103 61462 16 15 21 4 22 0 19 1
6.2 1167239 38467 61468 18 13 28 3 18 4 14 0
6.3 1164956 40748 61459 19 13 20 1 14 4 26 1
6.4 1165436 40276 61469 24 14 24 1 17 3 14 1
6.5 1166345 39360 61464 19 13 21 5 19 0 20 1
6.6 1167028 38681 61470 32 9 15 8 13 1 19 1
6.7 1168586 37129 61465 22 12 19 6 26 2 11 0
6.8 1169368 36350 61471 29 14 16 6 22 0 11 0
6.9 1170207 35510 61469 28 14 15 6 22 0 13 0
7 1169893 35822 61469 28 13 15 7 21 0 14 0
7.1 1169675 36039 61463 24 12 16 5 24 1 14 2
7.2 1168843 36871 61467 30 15 13 3 16 0 19 2
7.3 1167940 37768 61463 21 12 18 6 22 0 17 2
7.4 1168977 36733 61466 23 10 17 10 24 0 14 0
7.5 1169661 36050 61480 35 11 20 8 12 1 10 1
7.6 1169315 36394 61472 25 12 21 8 19 1 12 0
7.7 1169262 36449 61467 27 10 15 9 20 1 16 0
7.8 1169159 36549 61467 27 8 17 9 17 3 17 0
7.9 1168664 37041 61462 21 5 21 9 21 5 15 1
8 1168575 37126 61476 24 10 25 11 15 0 13 0
8.1 1167109 38588 61467 24 8 17 12 12 1 24 0
8.2 1164682 41018 61459 16 8 18 11 23 1 20 1
8.3 1164566 41132 61473 19 8 27 13 19 0 12 0
8.4 1164550 41149 61468 21 7 22 12 17 2 17 0
8.5 1165551 40147 61480 26 9 29 10 11 0 11 2
8.6 1164952 40745 61459 16 7 19 11 21 1 21 2
8.7 1165294 40403 61465 15 9 24 11 20 0 19 0
8.8 1163663 42034 61458 19 7 16 10 16 2 27 1
8.9 1161562 44129 61465 16 8 24 11 13 1 25 0
9 1160883 44809 61463 18 5 23 11 15 1 22 3
9.1 1163080 42614 61466 18 6 24 12 18 0 17 3
9.2 1164548 41153 61471 24 8 23 10 15 2 15 1
9.3 1165252 40451 61468 24 7 21 10 16 3 17 0
9.4 1166180 39526 61464 20 11 20 7 22 0 16 2
9.5 1166977 38729 61474 30 9 19 10 13 1 16 0
9.6 1167472 38234 61471 24 8 23 10 21 0 10 2
9.7 1166663 39036 61458 18 7 17 10 20 0 24 2
9.8 1166627 39080 61468 28 7 17 10 16 2 18 0
9.9 1166506 39198 61474 29 7 23 9 13 1 14 2
10 1166746 38954 61457 17 5 20 9 21 3 21 2
10.1 1167662 38044 61471 28 8 18 11 16 0 17 0
10.2 1168668 37035 61479 26 8 28 11 15 0 10 0
10.3 1167723 37982 61474 28 7 23 10 15 1 13 1
10.4 1167420 38285 61471 25 7 24 9 16 3 14 0
10.5 1166474 39232 61462 21 8 19 8 21 2 18 1
10.6 1167127 38579 61473 25 12 25 5 15 0 14 2
10.7 1165590 40117 61472 27 11 21 7 14 1 17 0
10.8 1166163 39540 61470 20 9 25 10 20 0 14 0
10.9 1166991 38714 61466 17 9 24 10 25 0 13 0
11 1167572 38134 61469 20 10 23 10 23 0 12 0
11.1 1167764 37942 61466 23 8 19 10 20 1 17 0
11.2 1167373 38331 61468 28 8 16 10 14 0 21 1
11.3 1167277 38429 61466 23 9 18 10 20 0 18 0
