t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 5 33 14 9 0 25 2
0.1 1076081 129591 61464 11 3 29 16 6 1 32 1
0.2 1096634 109037 61474 13 5 34 17 3 1 26 0
0.3 1115085 90591 61471 10 6 34 16 11 0 21 1
0.4 1132448 73230 61473 13 5 35 15 10 1 18 2
0.5 1143304 62379 61471 11 10 33 12 13 0 19 1
0.6 1152373 53314 61470 15 7 31 12 13 3 17 1
0.7 1155116 50573 61465 13 11 26 10 16 0 21 2
0.8 1158089 47606 61461 13 9 25 9 22 2 16 3
0.9 1161977 43715 61467 20 9 22 11 14 0 20 3
1 1163977 41721 61475 26 8 23 13 14 1 13 1
1.1 1166099 39603 61467 18 11 22 11 24 0 12 1
1.2 1167534 38169 61478 28 11 24 10 14 1 10 1
1.3 1167481 38221 61464 18 9 21 11 24 2 13 1
1.4 1168098 37606 61474 24 14 23 8 16 1 13 0
1.5 1168440 37263 61473 22 16 23 7 16 0 15 0
1.6 1168876 36829 61464 21 13 17 8 22 0 16 2
1.7 1168963 36741 61469 26 15 16 7 14 0 20 1
1.8 1168420 37283 61471 21 14 22 9 19 1 13 0
1.9 1167527 38170 61472 20 15 26 6 12 2 17 1
2 1167623 38070 61469 17 12 26 9 14 2 18 1
2.1 1166038 39655 61469 20 13 23 8 9 3 23 0
2.2 1165264 40430 61463 17 15 20 6 12 2 26 1
2.3 1165667 40027 61472 18 16 25 8 12 0 20 0
2.4 1166093 39607 61478 20 18 29 6 14 0 12 0
2.5 1166770 38930 61467 20 14 22 6 16 1 18 2
2.6 1165887 39814 61477 18 14 31 9 20 0 7 0
2.7 1165124 40571 61463 18 13 20 7 14 1 24 2
2.8 1164449 41247 61463 19 13 18 8 14 1 25 1
2.9 1164867 40835 61468 22 11 21 9 19 1 14 2
3 1166091 39612 61458 18 10 17 8 24 1 18 3
3.1 1167031 38669 61470 22 8 26 9 18 2 11 3
3.2 1167299 38396 61465 22 6 20 12 14 3 21 1
3.3 1167989 37708 61475 26 7 24 13 14 1 12 2
3.4 1166818 38879 61474 23 9 23 14 17 0 12 1
3.5 1168269 37436 61462 21 11 15 10 24 1 15 2
3.6 1168456 37247 61471 23 9 22 12 20 2 11 0
3.7 1166771 38924 61463 18 10 21 9 17 1 20 3
3.8 1166905 38792 61467 22 10 19 11 16 0 19 2
3.9 1166897 38806 61464 22 11 16 10 19 2 19 0
4 1167655 38050 61464 21 10 20 8 21 5 13 1
4.1 1167990 37711 61471 22 14 21 9 16 2 15 0
4.2 1167880 37819 61479 26 14 26 8 10 2 12 1
4.3 1167220 38480 61468 16 16 22 9 21 0 15 0
4.4 1167458 38238 61474 22 13 23 11 13 1 16 0
4.5 1166581 39105 61474 16 10 30 13 13 0 15 2
4.6 1165624 40068 61474 22 11 23 13 12 0 17 1
4.7 1166808 38884 61466 18 9 21 13 17 1 18 2
4.8 1166522 39172 61467 21 10 20 11 14 2 19 2
4.9 1167117 38582 61465 20 14 17 9 17 1 20 1
5 1167498 38198 61470 19 12 24 10 16 2 15 1
5.1 1167969 37741 61460 18 15 15 7 29 1 12 2
5.2 1168884 36824 61471 23 16 20 7 21 1 10 1
5.3 1168697 37005 61465 19 14 18 9 20 2 17 0
5.4 1168993 36708 61463 21 11 14 12 20 2 19 0
5.5 1169044 36656 61473 23 13 23 9 15 3 12 1
5.6 1169286 36417 61468 20 14 21 8 22 1 10 3
5.7 1169336 36370 61480 34 13 18 10 11 2 10 1
5.8 1169666 36037 61471 28 13 16 9 14 2 15 2
5.9 1168994 36704 61470 24 11 21 9 13 3 16 2
6 1168755 36944 61472 21 13 23 10 16 2 14 0
6.1 1168043 37658 61468 21 15 20 7 17 1 16 2
6.2 1167866 37838 61472 22 15 23 7 19 1 10 2
6.3 1168576 37125 61467 23 12 16 11 18 1 17 1
6.4 1168850 36854 61468 23 11 16 13 23 0 12 1
6.5 1169673 36030 61468 22 12 17 12 22 0 13 1
6.6 1169634 36068 61462 22 7 14 14 23 3 15 1
6.7 1169700 36003 61476 30 13 17 11 13 0 14 1
6.8 1170163 35543 61473 29 11 15 13 19 0 11 1
6.9 1169663 36039 61468 22 11 19 11 21 1 12 2
7 1169570 36132 61474 25 11 21 12 19 0 9 2
7.1 1170180 35527 61469 26 13 13 12 22 0 12 1
7.2 1170278 35430 61470 24 13 18 10 24 1 7 2
7.3 1170586 35125 61473 27 14 17 10 22 2 7 0
7.4 1170496 35212 61474 27 16 17 9 19 0 10 1
7.5 1169792 35916 61470 22 15 21 7 21 3 10 0
7.6 1170167 35536 61470 22 13 20 10 19 2 13 0
7.7 1169554 36153 61468 25 14 16 8 19 2 14 1
7.8 1169689 36015 61467 22 13 19 8 18 4 15 0
7.9 1167943 37758 61472 20 17 23 7 16 1 15 0
8 1168078 37623 61469 21 17 19 7 16 0 18 1
8.1 1168319 37382 61469 22 15 19 8 15 2 18 0
8.2 1167465 38235 61463 18 14 17 9 20 1 19 1
8.3 1168152 37549 61469 24 15 18 7 15 0 17 3
8.4 1168557 37146 61465 21 10 16 13 23 2 14 0
8.5 1168644 37060 61472 21 12 22 12 23 1 8 0
8.6 1168926 36775 61470 23 11 19 12 20 1 11 2
8.7 1169249 36452 61475 30 9 17 14 13 3 13 0
8.8 1169760 35942 61469 22 11 16 15 23 0 12 0
8.9 1169948 35755 61474 24 12 19 14 21 0 9 0
9 1170157 35546 61476 27 13 18 13 17 0 11 0
9.1 1169668 36029 61472 22 10 21 14 18 1 12 1
9.2 1168746 36951 61475 26 13 18 13 12 0 17 0
9.3 1168617 37084 61472 22 15 20 10 17 1 14 0
9.4 1169137 36569 61469 23 13 19 9 21 3 10 1
9.5 1169912 35792 61473 27 14 15 12 17 0 14 0
9.6 1169699 36008 61468 25 12 16 10 22 2 10 2
9.7 1170022 35685 61476 30 13 19 9 15 3 9 1
9.8 1170426 35283 61475 32 15 13 10 15 1 13 0
9.9 1170483 35222 61472 23 13 19 12 23 0 8 1
10 1170794 34919 61461 22 13 11 10 29 2 12 0
10.1 1170999 34716 61472 33 13 11 10 20 2 10 0
10.2 1170983 34732 61467 28 15 10 9 24 1 12 0
10.3 1171134 34578 61470 28 14 13 10 23 0 10 1
