t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 5 33 18 8 0 24 2
0.1 1078435 127246 61458 7 8 26 15 13 0 29 2
0.2 1102182 103500 61470 12 7 31 18 10 0 22 0
0.3 1120329 85356 61465 14 6 27 16 11 1 23 2
0.4 1134555 71129 61465 15 6 23 19 11 0 25 1
0.5 1145059 60630 61464 17 7 21 17 13 0 23 2
0.6 1154397 51294 61471 19 7 26 17 12 1 17 1
0.7 1158549 47146 61466 17 6 25 16 18 2 14 2
0.8 1161468 44222 61467 13 7 29 16 18 0 14 3
0.9 1163882 41812 61468 20 7 21 18 14 1 19 0
1 1164519 41179 61460 19 7 15 17 19 2 20 1
1.1 1166402 39297 61464 16 11 22 13 21 0 14 3
1.2 1167719 37983 61471 24 9 21 15 16 1 13 1
1.3 1168392 37312 61468 24 14 18 10 14 0 18 2
1.4 1168732 36971 61464 20 13 19 10 17 1 18 2
1.5 1169074 36633 61471 30 9 19 11 12 4 13 2
1.6 1169467 36241 61473 28 10 20 13 15 3 11 0
1.7 1169741 35967 61460 22 15 14 7 18 1 20 3
1.8 1169539 36177 61465 24 15 16 8 23 2 11 1
1.9 1170044 35676 61461 29 16 9 5 21 2 15 3
2 1170614 35106 61465 24 17 16 6 25 2 9 1
2.1 1170944 34778 61461 24 15 14 6 28 3 8 2
2.2 1170900 34817 61457 20 17 12 6 27 1 15 2
2.3 1170150 35563 61465 26 14 15 8 18 2 16 1
2.4 1169282 36428 61472 27 14 18 11 17 0 12 1
2.5 1169317 36391 61454 19 12 13 8 23 2 19 4
2.6 1169420 36285 61463 20 12 20 9 20 1 14 4
2.7 1169283 36422 61463 17 11 21 12 22 3 14 0
2.8 1168740 36966 61471 25 14 18 12 15 0 16 0
2.9 1168779 36927 61467 23 15 17 10 16 0 18 1
3 1167684 38017 61459 18 11 16 12 17 3 23 0
3.1 1167136 38559 61469 19 10 25 13 13 1 17 2
3.2 1165039 40658 61464 16 12 23 11 17 0 18 3
3.3 1166127 39577 61477 27 15 23 10 10 0 14 1
3.4 1166817 38887 61466 17 16 22 9 18 1 17 0
3.5 1166937 38765 61467 21 15 19 10 14 0 20 1
3.6 1167428 38277 61469 23 14 19 11 16 0 16 1
3.7 1168262 37449 61469 22 16 21 8 20 1 11 1
3.8 1169321 36387 61468 21 13 22 10 20 2 11 1
3.9 1169200 36508 61472 25 16 22 7 13 2 14 1
4 1168536 37173 61466 21 17 21 5 17 2 15 2
4.1 1168024 37687 61467 24 15 17 9 18 2 15 0
4.2 1167593 38117 61468 26 18 15 7 14 0 19 1
4.3 1167165 38540 61461 18 14 18 9 19 2 19 1
4.4 1166321 39383 61468 19 16 25 6 15 3 14 2
4.5 1167070 38630 61472 17 15 29 9 14 3 13 0
4.6 1166884 38818 61467 16 16 26 7 16 3 15 1
4.7 1167277 38427 61467 22 13 20 10 15 2 17 1
4.8 1167260 38441 61468 23 9 20 14 15 2 16 1
4.9 1167786 37917 61460 18 11 16 13 22 0 18 2
5 1168775 36930 61474 28 9 22 13 15 1 9 3
5.1 1169191 36515 61463 21 9 17 14 22 2 14 1
5.2 1169072 36632 61459 22 10 13 12 19 1 20 3
5.3 1169012 36691 61474 27 12 20 13 12 0 15 1
5.4 1168179 37526 61462 23 12 16 9 15 3 20 2
5.5 1169069 36643 61470 27 13 17 11 19 1 11 1
5.6 1169701 36007 61470 28 11 17 12 16 1 13 2
5.7 1169354 36348 61467 23 13 17 12 14 1 19 1
5.8 1168095 37605 61470 26 10 18 14 12 1 17 2
5.9 1167441 38256 61466 17 10 25 12 16 3 15 2
6 1167114 38581 61472 24 11 20 15 8 2 20 0
6.1 1165833 39863 61469 16 12 24 15 18 0 14 1
6.2 1166202 39495 61458 13 10 21 12 22 2 16 4
6.3 1167195 38501 61466 17 10 22 15 18 1 15 2
6.4 1166753 38945 61457 15 11 16 13 19 3 22 1
6.5 1166148 39550 61466 22 12 17 13 13 0 21 2
6.6 1166540 39159 61467 19 11 21 14 16 2 17 0
6.7 1165186 40514 61463 17 12 18 14 19 1 19 0
6.8 1166741 38956 61468 12 14 28 12 21 0 11 2
6.9 1167231 38469 61465 18 12 22 11 18 1 15 3
7 1167182 38521 61462 23 9 16 12 16 4 18 2
7.1 1168009 37690 61467 19 11 23 12 16 2 15 2
7.2 1168283 37419 61468 24 10 19 13 15 2 15 2
7.3 1168743 36960 61472 20 12 24 14 20 0 9 1
7.4 1168379 37321 61468 16 13 24 13 20 0 13 1
