t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 6 31 18 8 1 24 2
0.1 1081474 124208 61474 15 8 33 16 8 1 18 2
0.2 1105587 100099 61474 14 11 31 16 12 0 16 1
0.3 1124679 81008 61468 13 11 26 16 14 0 20 1
0.4 1140983 64712 61469 19 14 23 11 12 1 19 2
0.5 1151037 54659 61463 17 14 21 9 15 1 20 4
0.6 1156760 48940 61467 20 13 20 12 16 2 17 1
0.7 1161981 43716 61462 16 10 20 14 20 2 17 2
0.8 1165228 40470 61472 22 9 23 16 17 1 11 2
0.9 1166776 38924 61464 23 9 16 14 18 1 16 4
1 1167942 37760 61469 26 9 18 14 17 1 12 4
1.1 1168704 37000 61468 29 9 13 15 16 1 15 3
1.2 1169672 36029 61471 25 11 14 19 18 0 14 0
1.3 1169880 35818 61476 29 10 19 16 12 0 11 4
1.4 1169999 35702 61467 21 12 20 12 20 1 10 5
1.5 1169653 36044 61474 24 15 18 15 12 0 16 1
1.6 1169482 36219 61470 26 16 14 12 11 2 19 1
1.7 1169460 36245 61463 20 15 14 12 22 3 13 2
1.8 1170265 35443 61475 28 17 13 15 18 0 10 0
1.9 1170749 34962 61470 29 17 10 12 19 1 11 2
2 1170610 35095 61464 21 15 10 16 23 2 14 0
2.1 1170627 35077 61474 27 16 15 14 16 1 10 2
2.2 1170911 34799 61476 31 18 14 11 15 1 9 2
2.3 1170806 34900 61474 27 15 15 15 17 2 10 0
2.4 1170918 34790 61474 29 17 12 14 17 0 11 1
2.5 1171018 34683 61473 25 12 15 19 19 0 10 1
2.6 1171121 34582 61471 23 17 15 14 18 0 13 1
2.7 1170815 34889 61469 22 17 16 12 18 2 13 1
2.8 1170817 34885 61471 22 15 17 15 19 1 11 1
2.9 1170876 34828 61472 21 17 18 14 20 0 11 0
3 1170525 35181 61471 25 18 16 10 16 1 13 2
3.1 1170555 35145 61468 19 15 16 16 20 0 15 0
3.2 1169995 35707 61476 29 16 18 11 10 1 13 3
3.3 1169919 35777 61475 21 13 24 15 14 2 11 1
3.4 1169761 35938 61466 18 14 17 15 20 1 15 1
3.5 1169099 36598 61470 23 14 16 15 13 1 18 1
3.6 1168834 36865 61471 19 15 22 13 18 1 11 2
3.7 1168851 36850 61466 16 18 20 10 18 3 16 0
