t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 5 33 15 8 1 26 2
0.1 1075769 129903 61466 10 4 30 17 6 0 31 2
0.2 1097288 108395 61469 18 9 25 12 4 0 30 2
0.3 1115147 90532 61461 9 3 28 16 14 1 26 3
0.4 1132046 73639 61468 12 7 28 16 14 0 23 0
0.5 1144143 61548 61479 19 10 33 12 11 0 13 2
0.6 1152938 52761 61465 22 11 21 6 13 1 21 5
0.7 1159900 45803 61470 26 12 20 7 12 1 19 3
0.8 1162876 42827 61467 22 13 18 9 16 0 21 1
0.9 1164473 41230 61462 17 10 20 10 23 1 17 2
1 1166512 39195 61474 27 10 24 8 14 3 13 1
1.1 1166862 38847 61475 26 11 25 8 17 2 10 1
1.2 1166644 39065 61468 24 12 17 10 20 0 17 0
1.3 1167714 37994 61456 16 14 12 9 26 0 23 0
1.4 1168101 37611 61454 22 10 7 10 25 3 23 0
1.5 1168732 36983 61468 29 11 12 11 23 0 13 1
1.6 1169272 36437 61471 29 10 15 12 17 1 16 0
1.7 1169731 35978 61475 27 11 20 12 19 0 11 0
1.8 1169543 36159 61470 21 10 22 12 19 0 15 1
1.9 1168070 37629 61467 18 7 26 11 20 2 13 3
2 1168076 37626 61474 26 10 20 13 14 0 17 0
2.1 1167890 37816 61464 25 9 13 12 19 1 20 1
2.2 1168398 37304 61467 22 8 20 12 19 1 16 2
2.3 1168517 37187 61470 23 11 22 9 19 0 12 4
2.4 1168937 36767 61471 24 11 21 10 17 1 14 2
2.5 1169094 36616 61464 18 13 19 9 27 1 12 1
2.6 1169155 36555 61472 25 12 20 10 20 2 11 0
2.7 1169702 36012 61456 20 11 12 8 29 3 15 2
2.8 1169903 35809 61468 24 13 16 10 23 1 13 0
2.9 1169439 36269 61460 21 9 14 11 23 3 19 0
3 1169698 36016 61471 30 12 17 7 19 1 11 3
3.1 1169726 35988 61464 30 7 13 9 18 6 17 0
3.2 1169988 35728 61470 30 12 16 7 19 2 13 1
3.3 1169965 35750 61467 29 13 12 8 19 0 19 0
3.4 1169389 36325 61465 23 10 18 9 26 1 12 1
3.5 1169676 36041 61464 24 12 18 5 26 0 12 3
3.6 1170076 35640 61474 32 9 19 9 19 1 10 1
3.7 1170182 35535 61469 27 10 19 8 25 0 9 2
3.8 1170088 35631 61465 29 11 13 7 24 0 14 2
3.9 1170203 35514 61460 24 10 12 9 28 1 15 1
4 1169892 35824 61456 26 8 8 9 26 2 19 2
4.1 1170344 35370 61466 25 9 16 11 26 0 12 1
4.2 1169868 35843 61461 26 8 14 8 21 2 18 3
4.3 1169586 36128 61469 27 10 18 9 22 0 13 1
4.4 1169093 36616 61471 28 9 19 10 17 0 16 1
4.5 1168509 37205 61468 26 13 18 6 20 0 16 1
4.6 1168156 37550 61469 18 11 28 7 20 1 15 0
4.7 1166465 39245 61462 20 12 20 5 22 1 18 2
4.8 1166964 38743 61474 22 13 28 6 17 0 13 1
4.9 1167788 37920 61462 17 10 21 9 25 1 17 0
5 1166892 38818 61476 29 10 23 9 15 1 13 0
5.1 1166832 38878 61455 23 6 12 9 22 4 23 1
5.2 1167225 38487 61462 23 8 17 9 25 1 15 2
5.3 1168676 37040 61475 34 9 18 9 17 1 11 1
5.4 1169560 36153 61465 26 10 18 6 21 1 15 3
5.5 1169379 36336 61471 30 11 17 8 18 1 15 0
5.6 1169327 36386 61469 28 10 18 8 19 1 15 1
5.7 1169003 36712 61472 36 10 15 6 12 2 17 2
5.8 1169662 36054 61469 30 11 15 8 19 1 16 0
5.9 1169628 36085 61469 26 13 18 7 19 0 17 0
6 1168994 36723 61471 27 13 20 6 22 0 11 1
6.1 1169472 36243 61466 28 7 16 10 23 2 13 1
6.2 1169522 36187 61469 21 10 24 9 23 0 12 1
6.3 1168985 36725 61468 23 11 23 6 19 1 16 1
6.4 1168658 37059 61467 28 12 18 4 20 1 15 2
6.5 1167413 38303 61466 23 11 22 5 23 2 14 0
6.6 1166973 38741 61473 27 13 24 4 17 0 14 1
6.7 1168520 37200 61469 28 11 19 6 23 1 12 0
6.8 1168311 37407 61464 29 8 14 8 22 2 17 0
6.9 1168071 37646 61464 32 8 13 6 18 2 19 2
7 1167814 37901 61461 17 14 20 5 29 0 14 1
7.1 1168041 37674 61466 27 13 14 7 20 1 18 0
7.2 1168570 37147 61471 28 15 17 6 20 0 14 0
7.3 1168847 36867 61470 29 10 18 8 18 3 14 0
7.4 1168794 36925 61469 33 11 12 8 20 1 14 1
7.5 1170037 35682 61464 27 8 16 8 27 1 11 2
7.6 1170488 35235 61474 37 9 16 7 20 1 8 2
7.7 1170436 35281 61471 34 8 14 10 19 0 14 1
7.8 1170206 35509 61474 29 8 24 8 19 3 9 0
7.9 1169692 36022 61468 21 10 24 8 26 1 10 0
8 1169707 36011 61470 29 11 21 4 21 1 10 3
8.1 1170189 35530 61469 31 8 18 7 22 2 10 2
8.2 1170052 35667 61466 27 8 16 10 27 1 11 0
8.3 1170359 35360 61469 34 5 14 11 22 2 11 1
8.4 1170503 35214 61470 29 7 18 11 25 0 9 1
8.5 1170516 35203 61479 34 8 22 10 20 1 5 0
8.6 1170942 34778 61468 28 7 17 11 29 1 6 1
8.7 1170944 34768 61465 26 7 18 9 22 2 14 2
8.8 1169947 35763 61464 25 8 19 7 20 2 16 3
8.9 1167354 38355 61458 21 10 13 9 23 0 23 1
9 1166407 39302 61473 25 13 24 6 15 1 16 0
9.1 1164561 41142 61467 26 10 18 8 11 2 24 1
9.2 1164794 40910 61464 21 11 20 7 17 1 21 2
9.3 1165908 39795 61469 22 8 22 12 18 1 17 0
9.4 1166907 38796 61472 23 8 25 11 17 1 14 1
9.5 1164982 40725 61464 20 7 22 10 22 4 15 0
9.6 1166868 38837 61476 27 12 24 8 12 0 16 1
9.7 1166915 38792 61476 26 10 29 6 15 2 9 3
9.8 1167031 38677 61468 25 12 19 7 17 0 18 2
9.9 1166486 39221 61469 23 10 21 10 20 0 15 1
10 1167392 38314 61467 23 12 19 8 18 0 18 2
10.1 1168288 37420 61475 28 9 22 11 17 1 11 1
10.2 1169413 36297 61467 26 10 16 10 20 1 16 1
10.3 1169375 36334 61467 28 10 17 7 16 2 17 3
10.4 1168915 36795 61467 20 11 21 10 25 2 11 0
10.5 1169822 35895 61468 25 17 16 5 23 0 13 1
10.6 1169881 35833 61462 19 15 20 3 26 2 12 3
10.7 1169282 36431 61470 26 14 19 6 18 3 14 0
10.8 1169599 36118 61472 27 15 18 7 22 1 10 0
10.9 1170055 35662 61473 31 10 20 7 19 5 7 1
11 1170370 35350 61477 34 14 16 8 19 1 8 0
11.1 1170260 35454 61469 32 13 10 9 17 0 18 1
11.2 1170350 35367 61467 27 13 13 9 25 0 12 1
11.3 1170068 35639 61472 22 12 23 10 21 0 11 1
11.4 1169093 36618 61462 25 10 12 10 21 3 19 0
11.5 1169908 35809 61467 26 15 14 7 23 1 14 0
11.6 1169726 35990 61467 22 17 18 5 24 1 13 0
11.7 1169482 36236 61464 27 14 11 7 23 2 16 0
11.8 1169934 35779 61467 22 15 18 7 23 1 14 0
11.9 1168632 37077 61473 26 14 19 9 17 0 15 0
12 1168357 37351 61461 17 11 20 8 25 3 15 1
12.1 1168421 37288 61472 27 14 18 8 16 0 16 1
12.2 1169347 36364 61472 24 11 20 12 24 0 9 0
12.3 1170085 35623 61462 23 10 12 12 24 1 16 2
12.4 1170530 35179 61476 25 12 23 11 21 1 6 1
12.5 1170415 35292 61461 22 14 13 7 21 0 19 4
12.6 1169746 35965 61465 28 15 10 7 17 1 20 2
12.7 1169095 36612 61470 26 13 15 11 17 1 17 0
12.8 1169290 36413 61465 17 16 19 8 21 0 17 2
12.9 1169386 36324 61467 23 13 17 9 23 2 11 2
13 1169965 35745 61473 30 12 15 11 17 2 12 1
13.1 1170057 35655 61474 27 14 20 8 19 2 9 1
13.2 1169864 35846 61469 24 15 18 7 20 1 13 2
13.3 1169865 35845 61472 22 15 23 7 22 1 8 2
13.4 1169756 35957 61477 34 14 15 9 14 1 12 1
13.5 1169282 36429 61477 32 17 15 8 12 0 16 0
13.6 1170035 35677 61468 26 15 14 8 20 1 15 1
13.7 1170140 35568 61468 24 13 17 9 20 1 14 2
13.8 1169393 36311 61475 25 12 21 12 16 1 13 0
13.9 1169204 36501 61472 24 12 20 11 17 2 14 0
14 1168775 36930 61471 26 12 17 11 17 0 15 2
14.1 1169045 36660 61469 22 11 20 11 20 2 13 1
14.2 1169763 35944 61470 25 13 18 9 18 1 14 2
14.3 1168784 36923 61472 25 14 19 9 17 0 15 1
14.4 1169158 36548 61471 25 12 18 11 17 2 15 0
14.5 1168520 37188 61477 30 13 19 10 14 1 12 1
14.6 1168917 36788 61467 19 12 21 10 23 2 11 2
14.7 1169523 36183 61466 23 11 15 12 21 2 15 1
14.8 1169544 36166 61467 22 17 15 8 21 1 16 0
14.9 1169128 36577 61466 22 14 16 9 18 2 18 1
15 1168620 37084 61468 20 12 20 11 20 3 14 0
15.1 1169139 36567 61470 22 15 19 9 18 2 15 0
15.2 1168390 37317 61471 21 16 21 8 20 1 12 1
15.3 1168586 37119 61470 19 17 21 8 19 1 15 0
15.4 1167933 37766 61470 22 13 19 11 15 1 17 2
15.5 1168334 37369 61470 21 13 18 13 21 0 13 1
15.6 1168844 36856 61478 27 7 24 15 15 3 7 2
15.7 1169611 36091 61470 29 5 14 17 17 3 13 2
15.8 1169574 36125 61471 24 11 15 16 16 0 18 0
15.9 1169538 36168 61471 29 11 13 13 16 1 16 1
16 1169625 36083 61476 31 10 18 12 15 3 10 1
16.1 1169760 35948 61473 26 13 17 12 20 0 11 1
16.2 1170098 35610 61466 24 10 14 13 24 1 12 2
16.3 1170389 35319 61468 26 11 14 12 21 1 13 2
16.4 1170200 35505 61469 21 10 21 12 22 3 10 1
16.5 1169823 35881 61462 20 10 14 13 22 3 18 0
16.6 1169256 36450 61473 28 9 19 12 15 4 13 0
16.7 1169265 36447 61473 30 13 14 11 19 0 12 1
16.8 1169950 35758 61473 22 11 22 13 25 0 6 1
16.9 1169621 36085 61464 23 8 16 12 22 2 15 2
17 1169403 36300 61465 18 13 20 9 22 0 15 3
17.1 1169877 35834 61472 32 13 11 11 15 1 17 0
17.2 1170305 35406 61471 24 12 19 11 24 2 7 1
17.3 1169941 35771 61465 27 11 10 12 22 2 16 0
17.4 1170231 35478 61479 32 13 18 11 14 0 11 1
17.5 1170779 34933 61480 34 12 20 9 13 3 8 1
17.6 1169826 35887 61475 30 16 17 7 16 1 12 1
17.7 1170364 35352 61467 27 15 13 7 22 2 13 1
17.8 1170445 35268 61471 27 16 16 7 19 1 13 1
17.9 1170232 35483 61466 28 17 11 5 19 1 17 2
18 1170400 35310 61477 28 13 22 9 18 1 7 2
18.1 1170308 35399 61470 24 13 18 10 18 2 15 0
18.2 1169808 35905 61464 19 18 16 6 26 0 14 1
18.3 1169955 35755 61471 31 14 16 5 12 3 16 3
18.4 1169983 35730 61476 30 17 16 8 16 0 13 0
18.5 1169521 36192 61471 27 17 15 7 19 0 14 1
18.6 1169839 35874 61478 31 16 17 9 16 0 11 0
18.7 1169935 35777 61467 23 14 17 8 23 2 12 1
18.8 1170413 35300 61465 26 13 12 9 22 2 15 1
18.9 1170407 35304 61473 29 13 18 8 18 1 10 3
19 1170112 35595 61463 23 10 13 12 23 1 16 2
19.1 1170012 35695 61469 26 9 16 13 19 3 14 0
19.2 1169713 35996 61473 24 16 19 9 19 0 13 0
19.3 1169356 36351 61468 27 12 14 10 16 2 18 1
19.4 1169711 35995 61470 24 14 18 9 18 0 15 2
19.5 1169408 36299 61469 23 12 21 8 19 2 13 2
19.6 1169000 36707 61470 22 17 19 7 17 0 18 0
19.7 1167913 37794 61459 15 18 16 5 22 1 23 0
19.8 1167704 38001 61473 21 16 25 6 17 1 12 2
19.9 1168222 37484 61477 25 17 25 5 13 1 12 2
20 1168348 37358 61455 12 14 16 8 28 2 19 1
20.1 1168988 36726 61469 27 16 15 6 19 2 14 1
20.2 1169116 36590 61474 28 13 17 11 14 1 16 0
20.3 1169204 36500 61471 27 11 17 11 15 1 16 2
20.4 1168539 37163 61470 23 12 20 10 16 1 16 2
20.5 1169236 36473 61473 29 14 15 10 16 0 15 1
20.6 1168857 36852 61469 24 14 16 10 20 0 16 0
20.7 1169565 36143 61467 22 13 18 9 21 1 15 1
20.8 1169456 36252 61472 23 14 21 9 19 1 13 0
20.9 1167769 37933 61470 21 14 22 8 16 0 17 2
21 1166393 39307 61471 18 11 25 12 20 0 13 1
21.1 1166901 38802 61473 25 10 21 12 16 1 14 1
21.2 1167883 37823 61476 26 11 22 12 17 1 11 0
21.3 1168757 36949 61465 21 10 16 13 24 0 15 1
21.4 1169292 36414 61466 21 13 17 10 21 0 17 1
21.5 1168858 36844 61476 24 11 26 10 14 2 12 1
21.6 1168562 37144 61465 21 12 17 10 20 2 18 0
21.7 1168424 37281 61471 23 14 20 9 17 0 16 1
21.8 1167790 37913 61476 26 14 21 10 12 0 17 0
21.9 1168121 37583 61468 24 11 19 9 15 3 18 1
