t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 5 32 16 9 1 25 2
0.1 1078818 126858 61465 11 6 29 15 8 1 29 2
0.2 1096303 109372 61461 11 6 26 14 8 0 32 4
0.3 1110524 95157 61470 13 8 30 15 10 0 24 1
0.4 1127744 77936 61473 16 7 28 18 8 1 23 0
0.5 1140349 65338 61471 21 7 24 15 9 2 21 2
0.6 1150773 54922 61465 18 9 20 14 18 2 19 1
0.7 1157618 48072 61469 24 6 18 17 12 0 21 3
0.8 1161146 44550 61465 19 6 17 19 23 0 16 1
0.9 1164768 40934 61477 31 7 18 17 15 1 11 1
1 1166735 38966 61466 26 8 14 14 17 2 18 2
1.1 1167152 38546 61468 21 9 19 15 20 0 15 2
1.2 1168178 37523 61475 28 10 18 15 15 0 14 1
1.3 1168594 37106 61474 27 10 19 14 14 1 15 1
1.4 1169101 36601 61473 22 12 22 13 19 1 12 0
1.5 1169534 36172 61469 22 13 19 11 22 1 12 1
1.6 1169273 36428 61467 24 11 17 11 17 1 17 3
1.7 1168580 37115 61468 19 11 21 13 15 2 20 0
1.8 1167248 38442 61466 18 11 19 14 14 1 22 2
1.9 1167040 38650 61473 19 11 24 15 13 1 17 1
2 1166371 39317 61468 17 9 21 17 15 1 20 1
2.1 1166284 39408 61466 18 9 21 14 18 1 16 4
2.2 1165611 40086 61464 19 14 15 12 18 0 21 2
2.3 1166200 39499 61469 20 13 20 12 18 2 15 1
2.4 1166585 39112 61468 18 12 21 13 19 1 16 1
2.5 1168023 37678 61467 20 11 21 11 20 3 13 2
2.6 1168441 37258 61462 21 9 18 10 20 2 15 6
2.7 1168006 37695 61471 22 11 22 12 19 2 11 2
2.8 1168556 37146 61472 26 12 16 14 18 0 13 2
2.9 1169292 36410 61476 28 14 17 13 14 0 14 1
3 1169323 36382 61477 25 12 22 14 20 2 6 0
3.1 1169669 36028 61468 22 9 20 13 19 1 12 5
3.2 1169602 36100 61480 28 14 20 14 14 0 11 0
3.3 1169616 36087 61471 22 15 19 11 19 1 13 1
3.4 1169387 36320 61478 25 15 24 10 19 2 5 1
3.5 1169624 36081 61480 29 16 20 11 14 0 10 1
3.6 1169465 36239 61464 20 12 17 11 22 4 14 1
3.7 1170051 35654 61470 19 16 20 11 24 0 10 1
3.8 1170330 35372 61471 22 13 20 12 20 1 11 2
3.9 1170431 35276 61470 27 15 12 12 19 0 15 1
4 1170478 35229 61462 19 15 16 8 25 2 13 3
4.1 1170471 35240 61468 21 16 18 9 26 1 9 1
4.2 1170516 35194 61471 32 15 11 9 16 1 14 3
4.3 1170330 35383 61472 29 15 15 9 19 4 10 0
4.4 1170436 35274 61474 27 18 17 8 18 1 11 1
4.5 1170618 35083 61475 21 12 25 13 19 3 8 0
4.6 1169655 36047 61462 20 12 14 12 20 4 19 0
4.7 1169702 36008 61468 27 15 16 6 19 3 11 4
4.8 1170063 35645 61475 30 15 15 11 15 3 12 0
4.9 1170128 35580 61467 24 17 16 6 21 0 12 5
5 1170411 35299 61472 27 14 16 11 21 2 9 1
5.1 1170334 35374 61473 27 16 15 11 19 0 12 1
5.2 1169930 35777 61465 17 14 21 9 28 2 7 3
5.3 1170169 35541 61467 23 16 14 10 24 1 12 1
5.4 1170547 35160 61474 29 15 17 9 16 1 11 3
5.5 1170584 35126 61473 27 14 18 10 19 4 9 0
5.6 1170054 35649 61468 27 12 15 10 14 4 17 2
5.7 1169933 35768 61474 20 15 22 13 20 0 11 0
5.8 1170179 35527 61468 22 13 15 14 24 1 12 0
5.9 1170363 35344 61471 21 17 18 11 23 0 11 0
6 1170225 35477 61471 22 13 21 11 18 3 12 1
6.1 1169892 35808 61474 27 12 17 14 13 2 16 0
6.2 1169087 36611 61470 20 12 24 10 17 2 13 3
6.3 1168011 37690 61466 24 14 14 10 15 1 21 2
6.4 1167703 37998 61470 21 12 20 13 19 3 13 0
6.5 1168334 37371 61473 25 18 16 10 16 0 16 0
6.6 1169398 36307 61476 24 18 21 9 16 1 12 0
6.7 1168899 36804 61458 15 15 13 11 25 2 20 0
6.8 1168800 36907 61471 24 16 16 11 20 1 13 0
6.9 1169003 36697 61469 21 16 18 10 17 0 17 2
7 1168311 37385 61473 22 14 22 11 13 1 16 2
7.1 1167490 38209 61474 27 14 18 11 11 1 17 2
7.2 1167120 38578 61475 24 15 23 9 11 2 15 2
7.3 1166456 39240 61466 13 14 22 13 23 0 15 1
7.4 1167125 38569 61468 14 13 23 14 21 0 15 1
7.5 1166793 38902 61464 19 11 15 15 19 0 20 2
7.6 1167456 38243 61462 17 10 18 13 24 2 14 3
7.7 1168518 37183 61467 19 12 19 13 21 3 14 0
7.8 1169226 36478 61474 27 11 19 13 16 4 11 0
7.9 1169785 35914 61462 16 12 15 15 24 1 18 0
8 1168431 37267 61470 26 12 16 12 13 1 18 3
8.1 1167757 37941 61472 26 13 18 11 13 0 16 4
8.2 1169215 36489 61471 26 10 15 16 20 2 12 0
8.3 1170093 35614 61468 29 7 14 14 21 3 10 3
8.4 1170057 35653 61468 34 9 8 13 19 1 13 4
8.5 1170697 35010 61476 30 10 17 15 19 1 8 1
8.6 1170739 34964 61468 26 12 15 11 17 1 16 3
8.7 1169903 35803 61470 27 11 17 11 17 4 13 1
8.8 1170330 35379 61470 29 12 14 11 19 3 11 2
8.9 1170430 35278 61461 19 11 15 12 29 3 10 2
9 1170434 35273 61474 34 13 12 11 13 1 14 3
9.1 1170470 35234 61468 26 12 15 11 18 2 14 3
9.2 1170084 35615 61472 26 9 17 16 17 1 13 2
9.3 1169785 35914 61465 23 8 12 18 22 0 16 2
9.4 1170248 35447 61473 19 6 23 21 23 1 8 0
9.5 1169557 36136 61466 24 7 14 17 16 0 19 4
9.6 1169217 36477 61466 22 6 18 16 19 0 15 5
9.7 1168558 37133 61475 25 6 21 19 12 1 16 1
9.8 1168855 36838 61473 21 9 21 18 16 0 16 0
9.9 1168109 37586 61464 18 9 19 14 19 2 18 2
10 1167967 37730 61471 19 11 22 15 19 1 14 0
10.1 1168391 37314 61468 24 14 16 10 18 2 16 1
10.2 1167858 37844 61480 24 16 26 10 14 1 10 0
10.3 1168406 37300 61469 24 13 18 10 18 4 14 0
10.4 1168414 37291 61474 26 13 19 12 18 0 12 1
10.5 1169303 36400 61471 27 13 18 9 14 1 16 3
10.6 1168138 37567 61466 21 13 15 13 23 0 16 0
10.7 1168183 37518 61467 19 11 21 12 20 3 15 0
10.8 1168357 37346 61474 26 14 19 11 14 1 16 0
10.9 1168586 37121 61469 23 16 16 10 20 0 16 0
11 1168804 36901 61480 25 17 25 9 16 0 8 1
11.1 1169304 36395 61471 20 14 24 9 18 1 11 4
11.2 1169403 36299 61467 19 11 19 14 24 2 11 1
11.3 1169821 35886 61474 28 11 16 15 20 2 9 0
11.4 1170223 35484 61470 28 8 14 16 23 2 8 2
11.5 1170469 35234 61469 31 7 10 17 17 3 14 2
11.6 1170696 35010 61466 23 13 12 14 25 0 12 2
11.7 1170777 34925 61475 27 12 19 13 16 2 10 2
11.8 1170592 35113 61472 28 14 14 12 16 2 14 1
11.9 1170772 34930 61472 26 12 17 13 17 2 12 2
12 1170382 35319 61468 25 14 12 13 17 0 18 2
12.1 1169911 35790 61467 20 11 17 15 23 2 12 1
12.2 1170097 35594 61479 24 8 25 18 12 2 11 1
12.3 1169572 36117 61464 12 9 21 18 22 1 17 1
12.4 1168865 36833 61476 22 13 24 13 17 1 9 2
12.5 1168892 36803 61464 18 9 18 15 20 3 16 2
12.6 1169281 36418 61472 19 15 21 13 19 1 13 0
12.7 1168208 37490 61469 21 15 19 10 15 1 18 2
12.8 1167857 37842 61483 29 16 23 11 8 0 13 1
12.9 1168209 37489 61469 21 11 21 12 16 4 15 1
13 1168779 36921 61476 28 13 18 13 13 1 13 2
13.1 1169111 36590 61468 22 13 19 10 17 4 14 2
13.2 1168735 36960 61467 19 13 17 14 16 3 19 0
13.3 1168530 37158 61479 21 13 26 15 10 0 14 2
13.4 1167832 37860 61479 21 15 25 14 12 0 13 1
13.5 1167254 38439 61466 15 16 19 12 17 1 20 1
13.6 1167025 38671 61463 17 14 16 12 18 3 20 1
13.7 1167982 37718 61468 20 14 18 12 19 3 14 1
13.8 1168386 37315 61469 23 13 16 13 17 4 15 0
13.9 1168270 37427 61472 24 13 16 15 15 1 16 1
14 1167798 37905 61467 22 14 15 12 21 2 13 2
14.1 1168860 36846 61474 28 16 15 11 15 3 13 0
