t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 5 33 16 9 1 26 2
0.1 1076591 129086 61477 11 7 41 14 7 1 19 2
0.2 1100619 105057 61471 12 6 33 16 7 0 26 2
0.3 1119710 85967 61468 8 9 32 15 10 0 27 1
0.4 1130444 75236 61469 14 6 30 15 7 1 28 1
0.5 1140419 65261 61467 9 5 36 13 12 1 23 3
0.6 1145956 59730 61468 14 9 29 12 11 0 25 2
0.7 1150355 55334 61465 16 8 24 13 13 0 26 2
0.8 1156792 48902 61473 19 7 29 14 15 1 16 1
0.9 1161407 44293 61461 22 8 18 9 17 1 22 5
1 1162441 43258 61465 21 8 20 12 17 1 21 2
1.1 1163812 41891 61460 17 6 19 14 27 1 16 2
1.2 1165735 39966 61464 22 4 19 15 22 1 16 3
1.3 1165976 39726 61465 20 8 19 14 22 0 18 1
1.4 1166166 39534 61462 21 9 18 10 17 1 23 3
1.5 1164514 41188 61473 21 12 28 8 15 2 15 1
1.6 1165186 40516 61481 31 12 24 10 6 1 18 0
1.7 1165468 40238 61479 25 13 31 6 15 1 8 3
1.8 1166733 38966 61475 23 9 27 12 13 3 15 0
1.9 1165226 40470 61468 20 10 21 13 14 1 23 0
2 1165600 40097 61471 21 10 25 11 13 3 18 1
2.1 1166460 39236 61464 14 9 22 15 23 0 18 1
2.2 1165711 39986 61465 20 9 18 14 17 1 22 1
2.3 1165986 39712 61461 17 10 18 12 21 0 21 3
2.4 1166456 39246 61472 26 9 20 13 16 1 15 2
2.5 1167466 38239 61461 20 8 17 12 24 2 17 2
2.6 1167842 37864 61475 34 8 17 12 11 2 16 2
2.7 1168839 36864 61472 25 7 21 15 18 2 14 0
2.8 1168562 37140 61468 25 11 17 11 15 0 21 2
2.9 1167889 37816 61467 23 9 18 13 21 1 16 1
3 1168369 37341 61473 32 10 15 12 16 1 15 1
3.1 1169243 36468 61467 30 9 13 11 19 2 16 2
3.2 1169678 36032 61460 28 10 9 9 20 1 21 4
3.3 1169688 36019 61474 24 12 23 11 20 0 11 1
3.4 1168667 37039 61476 27 10 25 10 15 2 12 1
3.5 1167792 37914 61463 18 13 18 10 23 0 20 0
3.6 1167491 38210 61472 20 12 25 11 17 1 16 0
3.7 1166643 39063 61468 19 14 22 9 21 0 17 0
3.8 1165507 40199 61469 20 13 26 6 19 2 14 2
3.9 1165969 39738 61463 21 12 19 7 18 3 22 0
4 1165278 40430 61469 21 15 22 7 19 1 17 0
4.1 1165647 40062 61473 27 13 22 7 14 3 16 0
4.2 1165270 40440 61462 24 16 13 5 16 2 26 0
4.3 1166765 38949 61463 23 12 17 7 24 3 15 1
4.4 1168442 37268 61475 28 13 23 7 16 1 12 2
4.5 1169260 36448 61469 25 12 20 8 17 2 17 1
4.6 1168791 36919 61472 24 14 22 8 19 1 14 0
