t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 5 32 17 8 1 26 2
0.1 1078940 126741 61473 15 4 30 20 10 0 21 1
0.2 1102042 103635 61471 11 5 32 19 9 0 24 1
0.3 1117641 88036 61468 13 4 28 19 8 0 27 2
0.4 1133349 72335 61473 17 7 30 15 7 1 22 2
0.5 1144908 60782 61476 18 8 29 17 12 0 17 0
0.6 1152415 53276 61477 15 10 33 15 14 0 14 0
0.7 1158736 46959 61461 14 9 24 10 19 1 19 5
0.8 1161559 44141 61477 27 9 23 14 10 2 16 0
0.9 1164102 41596 61472 25 10 18 15 11 0 22 0
1 1165351 40347 61475 22 10 24 15 14 0 16 0
1.1 1164609 41086 61465 18 9 21 13 15 1 22 2
1.2 1164250 41445 61464 18 9 18 15 16 0 24 1
1.3 1164314 41387 61469 19 9 25 12 19 2 13 2
1.4 1165297 40402 61471 23 10 20 14 14 0 19 1
1.5 1166641 39064 61470 26 11 19 10 15 0 17 3
1.6 1167472 38231 61474 21 9 25 15 20 0 11 0
1.7 1167031 38674 61472 25 7 23 13 18 2 11 2
1.8 1168172 37540 61463 23 7 17 12 24 3 15 0
1.9 1168583 37136 61462 29 10 9 10 23 2 18 0
2 1169048 36665 61465 24 12 17 8 22 0 16 2
2.1 1168265 37445 61467 24 11 19 9 19 1 17 1
2.2 1168777 36936 61462 21 11 18 8 25 1 15 2
2.3 1168848 36866 61466 24 12 18 8 22 1 15 1
2.4 1168189 37523 61473 28 10 20 11 18 1 13 0
2.5 1168504 37204 61474 26 11 21 12 17 0 14 0
2.6 1168560 37147 61473 30 8 18 13 14 1 16 1
2.7 1169285 36421 61470 21 8 25 12 23 0 9 3
2.8 1169363 36347 61467 28 6 13 16 21 1 16 0
2.9 1169293 36415 61459 23 6 14 12 24 1 17 4
3 1169364 36347 61463 23 9 16 11 23 1 17 1
3.1 1168486 37227 61461 22 11 15 9 25 0 17 2
3.2 1169310 36404 61465 25 11 17 8 22 1 15 2
3.3 1169575 36139 61467 25 10 19 9 23 1 12 2
3.4 1169691 36023 61460 21 7 20 8 27 3 12 3
3.5 1169118 36595 61472 32 8 18 10 14 3 16 0
3.6 1168569 37145 61465 24 14 16 7 20 0 20 0
3.7 1168680 37039 61468 24 12 19 9 27 1 9 0
3.8 1169748 35971 61471 32 13 15 7 19 0 13 2
3.9 1170448 35271 61476 33 12 19 8 18 1 9 1
4 1170753 34969 61475 33 14 18 6 18 2 10 0
4.1 1170361 35359 61474 32 16 17 5 16 1 14 0
4.2 1169897 35823 61464 25 14 17 4 23 3 14 1
4.3 1169825 35896 61470 33 15 13 5 16 2 17 0
4.4 1169156 36565 61473 31 16 17 5 19 0 12 1
4.5 1169757 35960 61464 19 11 23 7 29 3 8 1
4.6 1169336 36384 61458 20 12 13 9 32 1 14 0
4.7 1169102 36614 61472 30 12 17 9 19 0 13 1
4.8 1169303 36414 61465 25 10 16 10 26 1 12 1
4.9 1170075 35643 61468 24 12 20 8 25 1 11 0
5 1169468 36247 61474 32 12 20 6 14 0 15 2
5.1 1169452 36267 61470 31 10 19 6 17 4 14 0
5.2 1169169 36545 61468 28 14 17 5 14 1 22 0
5.3 1167749 37961 61465 26 13 17 5 13 2 24 1
5.4 1167662 38048 61472 22 13 26 7 19 0 13 1
5.5 1167897 37814 61475 27 12 26 6 15 1 12 2
5.6 1167690 38020 61464 20 10 21 9 23 1 16 1
5.7 1167136 38569 61463 18 9 21 11 22 0 19 1
5.8 1166433 39274 61470 23 8 24 11 18 2 15 0
5.9 1166298 39414 61472 24 14 25 5 17 0 15 1
6 1167256 38458 61466 22 13 21 6 22 0 16 1
6.1 1166164 39545 61473 28 10 22 9 13 1 18 0
6.2 1167109 38606 61469 29 10 19 7 17 2 16 1
6.3 1167936 37784 61464 24 13 17 6 25 1 15 0
6.4 1167495 38226 61465 26 13 18 4 23 2 14 1
6.5 1168321 37403 61456 22 11 14 5 31 3 14 1
6.6 1169625 36101 61469 33 12 15 5 22 2 11 1
6.7 1169546 36175 61462 22 12 18 6 29 1 12 1
6.8 1169801 35915 61470 25 11 22 8 22 2 11 0
6.9 1169176 36543 61465 30 10 15 6 21 3 13 3
7 1169799 35916 61476 35 11 16 10 13 1 15 0
7.1 1169566 36147 61459 25 8 13 9 22 3 19 2
7.2 1169370 36347 61477 31 13 22 7 17 1 9 1
7.3 1169538 36178 61469 26 13 17 9 22 0 14 0
7.4 1169345 36372 61460 24 9 15 8 26 3 14 2
7.5 1170022 35698 61466 29 11 15 7 22 3 13 1
7.6 1170249 35471 61467 29 13 16 5 21 2 13 2
7.7 1170611 35114 61470 32 13 12 9 25 0 10 0
