t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 5 33 16 9 0 26 1
0.1 1073474 132199 61470 10 7 35 14 5 0 27 2
0.2 1091625 114048 61469 13 6 30 16 3 0 31 1
0.3 1109353 96320 61468 9 6 34 15 7 0 27 2
0.4 1123079 82605 61466 12 7 31 12 12 2 22 2
0.5 1135433 70257 61464 14 11 25 10 13 1 25 1
0.6 1146337 59355 61472 19 12 26 11 10 0 22 0
0.7 1153231 52463 61468 15 12 27 10 15 1 20 0
0.8 1158351 47344 61470 18 13 26 9 12 1 21 0
0.9 1160165 45531 61473 15 11 33 10 17 2 12 0
1 1162533 43165 61473 25 10 22 12 11 1 19 0
1.1 1164856 40844 61464 16 12 21 11 21 0 19 0
1.2 1166026 39675 61471 25 9 24 9 12 4 16 1
1.3 1167323 38381 61481 29 12 26 10 12 0 10 1
1.4 1168764 36940 61472 28 10 18 12 15 0 16 1
1.5 1169420 36286 61472 25 9 25 9 19 2 8 3
1.6 1169713 35996 61473 27 11 18 13 21 0 10 0
1.7 1170448 35265 61474 31 12 18 9 18 2 9 1
1.8 1170505 35207 61464 21 14 17 8 25 2 13 0
1.9 1170142 35563 61466 26 9 16 11 16 4 18 0
2 1167534 38166 61469 27 13 16 9 9 1 24 1
2.1 1166733 38966 61467 19 12 23 9 17 1 17 2
2.2 1166944 38760 61456 15 13 17 7 24 2 20 2
2.3 1166112 39590 61458 12 11 22 9 27 2 15 2
2.4 1167586 38118 61468 24 10 20 10 18 2 14 2
2.5 1168227 37481 61463 17 14 20 8 26 1 13 1
2.6 1168725 36979 61471 27 11 20 9 15 2 13 3
2.7 1168410 37293 61469 22 15 19 9 17 0 17 1
2.8 1166716 38984 61468 20 12 22 10 17 1 17 1
2.9 1167016 38683 61467 18 12 23 10 17 2 18 0
3 1167052 38651 61466 26 12 15 9 14 1 21 2
3.1 1167256 38448 61464 20 12 19 9 20 1 18 1
3.2 1168119 37590 61467 20 11 24 8 24 3 9 1
3.3 1168166 37540 61474 22 14 24 10 20 0 10 0
3.4 1168689 37020 61471 25 12 21 9 20 2 10 1
3.5 1169422 36289 61462 24 11 13 10 24 2 15 1
3.6 1169517 36188 61472 28 11 20 9 14 2 14 2
3.7 1169890 35819 61467 25 13 16 9 21 0 14 2
3.8 1170148 35561 61470 28 10 18 10 18 2 13 1
3.9 1170093 35617 61468 27 11 17 9 20 1 13 2
4 1169995 35711 61464 20 11 17 12 24 0 16 0
4.1 1169334 36379 61469 28 11 18 8 20 1 13 1
4.2 1168566 37149 61463 23 14 16 6 25 0 15 1
4.3 1167275 38433 61457 20 9 18 6 23 1 20 3
4.4 1167866 37843 61474 30 9 22 9 14 0 16 0
4.5 1167302 38409 61462 25 8 17 8 20 2 20 0
4.6 1167725 37987 61464 25 10 19 6 19 2 19 0
4.7 1167380 38332 61461 25 9 15 8 21 1 21 0
4.8 1167692 38020 61467 23 8 24 8 23 1 13 0
