t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 6 31 18 9 1 24 1
0.1 1078748 126927 61462 10 8 28 14 7 1 30 3
0.2 1097928 107748 61465 11 11 27 14 6 0 30 2
0.3 1117771 87908 61466 15 10 24 15 5 1 30 1
0.4 1128308 77371 61462 14 8 20 18 9 0 31 1
0.5 1140778 64901 61474 14 7 34 17 9 2 16 2
0.6 1151603 54079 61466 11 9 28 16 15 0 19 3
0.7 1157830 47857 61467 16 8 25 16 14 2 18 2
0.8 1159901 45792 61475 24 11 23 15 9 2 17 0
0.9 1162760 42934 61470 19 9 21 19 19 0 14 0
1 1165813 39878 61474 23 8 23 18 12 1 15 1
1.1 1167380 38313 61468 19 8 23 16 18 1 13 3
1.2 1168056 37636 61467 20 5 18 22 19 1 16 0
1.3 1167109 38582 61460 17 10 17 14 15 2 24 2
1.4 1166317 39376 61464 15 13 22 12 17 1 19 2
1.5 1165778 39919 61469 24 13 18 12 12 0 20 2
1.6 1167038 38661 61472 21 13 23 13 17 0 13 1
1.7 1167112 38591 61464 18 13 19 12 22 2 15 0
1.8 1167929 37771 61464 16 13 21 12 22 1 15 1
1.9 1168207 37497 61471 27 12 19 11 16 1 12 3
2 1168815 36891 61465 20 10 22 11 25 1 9 3
2.1 1169557 36154 61463 22 14 16 9 25 0 13 2
2.2 1169312 36398 61459 22 12 12 11 24 3 17 0
2.3 1169411 36299 61471 29 12 15 13 19 1 12 0
2.4 1169833 35873 61469 27 10 16 14 19 1 13 1
2.5 1170118 35590 61468 25 10 19 12 23 1 8 3
2.6 1170287 35417 61462 24 10 12 14 20 1 19 1
2.7 1169945 35759 61467 23 8 19 15 24 1 8 3
2.8 1170357 35347 61471 28 10 14 17 18 0 14 0
2.9 1170000 35706 61467 29 10 10 16 18 1 17 0
3 1169237 36461 61467 26 11 16 12 13 0 19 4
3.1 1169342 36359 61464 19 12 17 14 21 2 16 0
3.2 1169199 36503 61469 24 10 17 16 19 2 13 0
3.3 1170042 35664 61467 23 15 17 10 19 2 14 1
3.4 1169429 36269 61470 20 14 22 12 15 2 16 0
3.5 1168552 37146 61466 19 14 21 10 15 3 18 1
3.6 1167920 37784 61469 21 16 21 9 19 1 12 2
3.7 1168881 36824 61471 25 12 20 12 18 3 10 1
3.8 1169410 36295 61479 33 16 21 7 8 1 11 4
3.9 1169459 36242 61465 18 14 18 13 22 0 15 1
4 1169679 36026 61464 23 11 15 13 21 3 14 1
4.1 1169299 36401 61473 26 14 20 11 12 1 15 2
4.2 1169602 36101 61474 23 18 25 6 14 1 11 3
4.3 1169471 36235 61457 17 14 13 11 26 2 17 1
4.4 1169531 36174 61470 27 13 16 12 17 1 13 2
4.5 1169040 36661 61470 17 17 23 11 20 0 13 0
4.6 1169194 36513 61467 22 18 17 8 18 2 16 0
4.7 1168943 36762 61474 28 18 17 9 11 1 17 0
