t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 6 31 17 8 1 25 2
0.1 1077344 128332 61472 15 4 28 21 5 1 26 0
0.2 1099658 106016 61475 12 4 35 20 6 1 21 1
0.3 1116797 88884 61469 15 7 28 15 8 1 22 4
0.4 1132781 72897 61470 10 7 30 19 10 1 23 0
0.5 1141327 64359 61467 20 5 21 17 7 3 26 1
0.6 1150174 55512 61466 12 9 24 17 15 1 21 1
0.7 1158133 47559 61472 18 9 24 17 15 1 15 1
0.8 1162291 43411 61464 18 11 19 12 21 2 15 2
0.9 1164964 40737 61468 19 12 20 13 18 2 16 0
1 1166669 39033 61469 22 12 19 12 17 1 15 2
1.1 1167266 38437 61466 22 11 16 13 19 1 16 2
1.2 1168129 37570 61470 18 10 21 17 21 0 13 0
1.3 1168771 36929 61462 17 10 18 13 22 1 16 3
1.4 1168489 37212 61470 24 11 18 13 15 1 16 2
1.5 1169144 36559 61472 24 9 21 14 17 3 11 1
1.6 1169309 36397 61464 23 11 13 13 20 2 17 1
1.7 1169522 36183 61479 27 12 24 12 14 2 8 1
1.8 1169239 36466 61470 24 12 18 12 17 2 14 1
1.9 1169346 36360 61466 23 14 14 11 18 1 18 1
2 1169234 36471 61477 25 13 21 14 17 0 10 0
2.1 1169370 36337 61470 25 15 16 10 16 2 15 1
2.2 1169588 36118 61470 24 14 16 12 17 2 15 0
2.3 1170267 35441 61467 21 13 18 11 22 3 11 1
2.4 1170588 35125 61470 28 13 17 8 17 6 10 1
2.5 1170992 34721 61468 22 16 14 12 26 0 10 0
2.6 1171097 34616 61472 27 14 16 11 20 3 9 0
2.7 1171184 34532 61475 32 17 12 10 17 1 11 0
2.8 1171198 34514 61471 25 17 16 9 20 1 11 1
2.9 1170955 34754 61469 26 13 14 12 20 1 12 2
3 1170911 34796 61470 25 14 14 13 19 0 14 1
3.1 1170375 35331 61467 20 9 19 15 24 4 9 0
3.2 1170746 34961 61474 25 17 16 12 17 0 13 0
3.3 1170368 35340 61470 22 16 16 12 21 0 13 0
3.4 1170319 35386 61470 23 13 18 12 19 1 12 2
3.5 1169491 36209 61471 24 11 19 13 14 2 15 2
3.6 1168984 36716 61466 19 10 22 11 18 4 13 3
3.7 1168944 36755 61466 18 12 17 15 20 0 17 1
3.8 1169211 36491 61476 23 10 24 15 18 2 7 1
3.9 1169055 36648 61461 16 11 15 15 26 0 16 1
4 1169542 36163 61467 24 11 14 14 19 1 16 1
4.1 1169701 36005 61472 21 13 20 14 22 0 10 0
4.2 1169767 35935 61473 28 11 19 11 11 2 15 3
