t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 6 32 17 8 1 25 2
0.1 1077827 127854 61459 12 2 21 21 14 2 28 1
0.2 1101118 104565 61467 13 5 29 17 14 0 19 4
0.3 1121890 83793 61467 15 7 26 16 9 0 26 2
0.4 1133347 72339 61468 14 9 27 15 10 1 25 0
0.5 1144981 60713 61466 13 9 27 14 18 2 18 0
0.6 1152274 53416 61462 18 7 20 14 12 1 26 3
0.7 1157762 47932 61470 18 9 25 15 15 0 18 1
0.8 1160363 45331 61460 16 9 19 13 15 2 26 1
0.9 1162103 43595 61470 21 12 23 11 11 2 21 0
1 1163533 42168 61468 22 12 20 11 13 2 21 0
1.1 1164945 40755 61467 19 10 22 13 18 1 17 1
1.2 1165112 40589 61463 20 10 17 13 18 1 21 1
1.3 1165525 40177 61467 21 11 19 13 18 0 18 1
1.4 1166272 39428 61468 21 12 22 10 14 1 19 2
1.5 1166826 38876 61472 26 9 20 14 13 2 17 0
1.6 1167759 37947 61469 23 13 21 9 17 1 15 2
1.7 1167864 37841 61465 21 12 20 9 19 1 16 3
1.8 1167493 38204 61464 20 8 20 13 15 2 21 2
1.9 1167614 38087 61470 21 10 22 14 17 0 17 0
2 1167906 37800 61468 25 9 19 12 16 3 17 0
2.1 1166380 39328 61472 24 16 23 6 15 0 15 2
2.2 1166268 39437 61470 19 15 26 7 16 2 16 0
2.3 1166549 39160 61465 19 15 21 7 21 1 16 1
2.4 1167621 38090 61472 23 17 22 7 18 0 14 0
2.5 1167718 37989 61469 26 14 18 8 14 0 19 2
2.6 1166861 38844 61467 21 13 20 10 18 0 18 1
2.7 1167925 37783 61467 22 13 21 8 18 2 16 1
2.8 1168091 37621 61469 24 14 20 8 20 1 13 1
2.9 1168715 36990 61479 24 15 28 9 13 0 12 0
3 1167623 38084 61466 22 14 19 8 17 1 19 1
3.1 1166205 39502 61457 22 13 11 8 17 1 28 1
3.2 1166943 38769 61468 24 12 19 10 22 0 13 1
3.3 1167990 37725 61469 32 14 13 7 14 1 19 1
3.4 1168232 37484 61467 28 14 16 6 17 3 17 0
3.5 1168188 37524 61470 25 15 20 7 18 0 15 1
3.6 1168803 36914 61466 22 16 18 7 25 0 13 0
3.7 1168568 37147 61473 27 17 20 6 17 0 14 0
3.8 1168320 37393 61465 24 13 17 8 20 2 17 0
3.9 1167476 38229 61462 18 11 24 6 20 2 16 4
4 1167662 38047 61465 25 12 16 9 16 2 21 0
4.1 1167855 37850 61462 19 13 21 6 17 2 21 2
4.2 1165915 39790 61470 21 14 25 7 15 1 17 1
4.3 1164432 41270 61465 17 15 23 7 15 1 23 0
4.4 1164444 41263 61463 19 14 23 4 17 3 19 2
4.5 1164876 40828 61465 19 11 24 8 17 3 18 1
4.6 1164912 40794 61469 17 16 29 4 17 2 15 1
4.7 1165402 40307 61477 24 17 28 5 13 1 13 0
4.8 1166330 39379 61471 21 14 25 8 19 1 13 0
4.9 1167070 38646 61469 27 15 18 6 20 1 12 2
5 1168763 36956 61465 26 16 14 6 22 2 15 0
5.1 1168529 37186 61467 22 15 20 7 23 2 12 0
5.2 1168330 37382 61476 27 14 23 9 18 0 9 1
5.3 1168632 37076 61471 27 12 19 10 15 1 16 1
5.4 1169457 36253 61472 28 13 18 10 16 0 15 1
5.5 1169674 36038 61463 24 12 17 7 20 3 16 2
5.6 1169255 36454 61470 23 14 21 9 19 0 14 1
5.7 1168214 37493 61460 17 13 19 8 22 2 19 1
5.8 1168398 37311 61475 27 13 23 9 15 0 13 1
5.9 1168493 37213 61471 22 9 26 11 19 2 11 1
6 1168480 37228 61468 29 8 17 11 14 2 19 1
6.1 1168631 37079 61469 29 9 18 10 14 3 18 0
6.2 1168352 37359 61468 27 10 18 10 17 2 17 0
6.3 1167688 38015 61463 16 11 23 10 20 1 20 0
6.4 1165137 40558 61458 17 9 18 11 12 2 32 0
6.5 1162726 42978 61473 22 10 27 11 16 1 14 0
6.6 1164126 41583 61462 19 11 20 9 23 1 17 1
6.7 1165651 40052 61469 18 10 28 10 19 1 14 1
6.8 1164982 40721 61468 21 10 23 11 16 0 20 0
6.9 1164848 40857 61464 18 10 23 10 20 1 19 0
7 1165593 40111 61476 27 10 26 10 11 1 15 1
7.1 1164740 40964 61462 17 10 22 10 21 1 19 1
7.2 1165013 40691 61472 25 12 23 9 12 0 19 1
7.3 1164926 40776 61470 20 11 28 8 16 0 15 3
7.4 1165255 40449 61465 20 9 22 11 18 1 20 0
7.5 1165926 39789 61469 27 12 19 8 19 1 15 0
7.6 1167393 38322 61469 27 11 20 8 19 2 14 0
7.7 1168773 36945 61470 30 13 19 5 17 2 14 1
7.8 1168454 37264 61466 24 13 20 6 24 1 12 1
7.9 1168432 37281 61468 27 10 18 10 19 1 16 0
8 1169410 36306 61464 31 7 13 10 20 2 16 2
8.1 1169121 36591 61465 31 9 13 9 15 1 21 2
8.2 1169083 36636 61460 26 8 12 11 27 2 15 0
8.3 1170120 35603 61464 29 11 15 6 26 1 10 3
8.4 1170222 35501 61465 29 11 17 5 24 3 10 2
8.5 1170093 35625 61469 29 12 18 7 19 2 14 0
8.6 1169773 35945 61464 26 12 15 8 23 1 16 0
8.7 1169658 36065 61470 35 12 15 5 17 2 14 1
8.8 1170094 35630 61459 25 12 15 4 28 2 13 2
8.9 1170570 35155 61474 32 15 20 4 21 1 7 1
9 1170499 35216 61469 28 10 21 7 19 3 11 2
9.1 1170006 35711 61466 30 10 14 9 20 2 15 1
9.2 1169978 35735 61476 32 9 21 11 15 2 11 0
9.3 1169381 36334 61467 30 12 14 8 17 1 18 1
9.4 1168613 37101 61465 20 15 20 7 24 0 15 0
9.5 1167570 38141 61461 21 11 16 10 23 1 19 0
9.6 1168458 37252 61475 30 10 25 7 12 3 12 2
9.7 1168211 37505 61469 25 17 19 5 19 0 16 0
9.8 1169015 36707 61464 26 13 16 6 25 3 12 0
9.9 1169460 36257 61461 22 14 16 6 25 0 17 1
10 1169443 36278 61469 30 12 18 6 20 3 12 0
10.1 1169485 36229 61468 24 14 21 6 19 1 16 0
10.2 1168273 37440 61466 26 13 17 7 17 1 20 0
10.3 1168683 37039 61466 25 13 20 5 27 0 9 2
10.4 1169373 36348 61467 29 11 17 7 23 1 12 1
10.5 1169208 36510 61469 29 12 19 6 19 1 14 1
10.6 1169298 36423 61459 24 14 14 4 26 0 17 2
10.7 1169604 36119 61463 25 14 17 4 26 2 12 1
10.8 1169587 36130 61465 25 11 19 7 23 2 13 1
10.9 1169891 35825 61468 27 11 17 10 22 0 14 0
11 1169893 35827 61469 32 10 14 10 22 0 12 1
11.1 1170071 35647 61464 30 8 13 10 24 0 13 3
11.2 1170367 35355 61469 32 9 14 11 24 0 11 0
11.3 1170362 35359 61463 26 9 16 9 29 0 10 2
11.4 1170844 34880 61465 31 7 14 10 27 2 9 1
11.5 1171021 34706 61467 35 8 13 8 25 2 8 2
11.6 1170802 34922 61460 30 6 10 11 29 2 12 1
11.7 1170864 34860 61471 37 8 11 12 22 0 11 0
11.8 1170989 34736 61470 34 10 15 8 23 0 10 1
11.9 1171242 34486 61472 40 8 11 10 21 1 10 0
12 1170059 35660 61463 29 9 13 9 23 0 17 1
12.1 1169571 36147 61470 30 7 20 10 21 2 11 0
12.2 1169884 35835 61465 25 8 18 11 28 0 11 0
12.3 1170080 35641 61459 24 11 15 6 28 0 15 2
12.4 1169454 36265 61462 24 11 18 6 25 1 15 1
12.5 1169747 35971 61467 28 11 19 6 20 1 15 1
12.6 1169675 36042 61464 26 11 18 6 20 2 18 0
12.7 1169048 36671 61470 26 14 22 5 21 0 13 0
12.8 1168675 37043 61472 26 14 25 4 20 0 11 1
12.9 1168517 37202 61462 25 11 18 5 23 2 16 1
13 1166929 38786 61461 17 12 22 7 28 0 15 0
13.1 1166480 39234 61469 31 10 17 8 14 1 20 0
13.2 1167109 38606 61465 25 8 22 7 21 2 15 1
13.3 1167538 38180 61463 25 10 19 6 24 0 15 2
13.4 1168008 37707 61470 27 9 24 7 20 0 12 2
13.5 1169008 36709 61466 25 10 21 7 22 1 15 0
13.6 1168888 36829 61461 25 6 19 8 24 3 15 1
13.7 1168086 37629 61471 30 10 20 8 16 0 17 0
13.8 1167464 38247 61458 24 9 17 5 18 1 24 3
13.9 1166776 38937 61465 27 9 19 7 17 1 20 1
14 1165886 39827 61461 22 7 21 8 23 1 18 1
14.1 1165665 40049 61461 23 7 23 5 20 4 18 1
14.2 1164676 41037 61462 22 8 23 6 21 3 17 1
14.3 1164475 41241 61461 27 11 14 6 18 1 24 0
14.4 1165937 39779 61460 25 9 17 6 22 1 19 2
14.5 1166449 39268 61465 26 10 19 7 22 0 16 1
14.6 1167562 38158 61456 25 6 13 9 28 2 17 1
14.7 1168592 37130 61469 32 7 17 10 24 0 10 1
14.8 1168799 36920 61462 26 8 16 9 26 0 15 1
14.9 1168704 37018 61473 35 10 18 7 18 0 12 1
15 1169018 36710 61461 31 12 9 6 26 1 16 0
15.1 1169785 35939 61465 27 12 17 6 26 1 12 0
15.2 1168635 37082 61467 29 11 19 5 17 2 17 1
15.3 1168251 37466 61470 25 13 24 5 20 0 14 0
15.4 1167818 37899 61467 27 9 21 7 20 2 15 0
15.5 1168173 37544 61469 27 10 22 7 20 1 14 0
15.6 1168388 37328 61466 24 8 25 6 23 2 11 2
15.7 1169318 36399 61466 29 7 19 8 22 0 13 3
15.8 1168443 37267 61467 26 6 22 10 18 1 17 1
15.9 1166402 39304 61464 22 7 22 10 18 1 20 1
16 1166802 38908 61469 28 9 20 9 16 0 17 2
16.1 1167407 38309 61459 22 6 18 10 29 2 12 2
16.2 1168689 37029 61475 32 12 21 7 18 0 9 2
16.3 1169017 36700 61470 25 10 23 9 25 1 7 1
16.4 1169613 36099 61470 27 11 20 9 18 0 15 1
16.5 1169038 36676 61469 29 10 19 8 18 1 14 2
16.6 1168460 37253 61475 27 12 24 9 18 0 11 0
16.7 1167592 38124 61465 24 11 21 6 21 4 14 0
16.8 1168374 37341 61472 24 12 24 9 23 0 9 0
16.9 1168682 37032 61462 28 8 14 9 19 3 19 1
17 1168269 37442 61471 27 10 23 8 16 2 14 1
17.1 1167027 38682 61464 19 11 24 7 21 2 16 1
17.2 1165316 40388 61475 26 12 26 8 10 0 18 1
17.3 1163793 41908 61465 18 7 27 10 17 3 18 1
17.4 1163277 42427 61466 28 8 17 10 10 2 25 1
17.5 1164387 41323 61470 26 11 23 7 15 2 16 1
17.6 1165559 40154 61469 26 12 20 8 18 1 16 0
17.7 1166863 38853 61457 24 9 12 9 24 3 20 0
17.8 1167648 38064 61477 28 13 25 8 15 0 12 0
17.9 1168172 37537 61478 28 13 28 6 12 0 12 2
18 1168241 37471 61466 26 12 17 8 17 1 20 0
18.1 1168342 37370 61468 26 11 21 7 16 3 17 0
18.2 1167553 38161 61470 26 13 22 6 17 2 15 0
18.3 1167761 37948 61472 25 13 26 5 15 0 14 3
18.4 1167349 38365 61467 24 11 21 8 22 1 13 1
18.5 1167355 38361 61470 30 10 17 10 19 1 14 0
