t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 9 6 31 20 8 1 24 2
0.1 1080473 125208 61469 12 8 27 20 9 0 24 1
0.2 1102151 103531 61481 16 8 35 20 6 0 15 1
0.3 1124295 81390 61475 17 7 32 17 8 1 15 4
0.4 1140048 65646 61470 19 10 22 17 13 0 18 2
0.5 1151609 54090 61465 20 12 17 14 15 0 20 3
0.6 1158344 47358 61471 20 14 23 12 14 2 15 1
0.7 1161702 44002 61471 18 17 25 9 16 1 13 2
0.8 1163851 41850 61474 20 17 25 10 11 1 16 1
0.9 1165828 39872 61476 25 13 22 14 9 1 16 1
1 1166288 39419 61464 19 15 17 11 18 3 18 0
1.1 1167781 37932 61477 34 14 15 12 10 2 14 0
1.2 1168475 37233 61466 23 15 14 12 17 0 19 1
1.3 1168320 37385 61471 25 15 18 11 11 1 19 1
1.4 1168278 37433 61468 22 14 19 11 20 2 12 1
1.5 1168896 36811 61463 18 13 22 8 20 3 13 4
1.6 1168263 37441 61469 21 11 21 14 16 3 15 0
1.7 1168221 37482 61466 17 12 22 13 20 1 14 2
1.8 1168618 37094 61474 24 11 22 15 22 2 5 0
1.9 1169434 36284 61467 24 16 15 10 23 2 11 0
2 1169905 35810 61468 26 17 13 10 18 1 16 0
2.1 1169366 36346 61470 24 14 20 10 18 3 11 1
2.2 1169228 36483 61473 28 16 16 11 13 1 16 0
2.3 1169485 36229 61469 25 15 18 9 18 3 12 1
2.4 1170052 35661 61469 23 13 22 9 18 6 10 0
2.5 1170026 35681 61473 23 18 20 10 13 0 17 0
2.6 1169193 36513 61469 24 16 16 11 13 0 20 1
2.7 1168284 37418 61472 20 13 25 12 15 1 13 2
2.8 1166694 39006 61473 18 13 27 13 15 1 13 1
2.9 1163593 42103 61464 16 11 20 15 14 2 23 0
3 1164468 41229 61473 20 12 24 15 11 1 18 0
3.1 1165273 40430 61467 16 14 24 11 19 0 15 2
3.2 1165669 40037 61470 24 14 19 11 12 2 19 0
3.3 1165603 40099 61470 17 15 25 11 15 1 17 0
3.4 1166845 38862 61473 25 12 21 13 14 2 14 0
3.5 1167275 38436 61469 23 13 19 12 19 2 13 0
3.6 1168442 37265 61467 23 10 19 13 17 3 15 1
3.7 1168690 37020 61471 28 9 17 15 17 2 12 1
3.8 1168986 36723 61462 20 8 17 15 23 4 14 0
3.9 1169439 36277 61460 21 14 14 9 24 3 15 1
4 1169669 36044 61468 26 15 15 10 17 1 16 1
4.1 1169745 35966 61466 24 12 19 9 16 5 15 1
4.2 1168881 36832 61465 24 13 17 9 17 6 15 0
4.3 1168739 36973 61471 22 17 21 9 18 2 12 0
4.4 1168325 37391 61473 29 15 17 10 16 1 13 0
4.5 1168178 37531 61465 21 13 17 12 19 1 18 0
4.6 1168185 37526 61475 26 13 23 11 17 0 9 2
4.7 1169257 36455 61471 25 15 19 10 17 0 14 1
4.8 1168158 37552 61470 24 13 20 11 17 1 14 1
4.9 1168913 36797 61469 24 11 21 11 20 0 10 4
5 1169039 36669 61465 20 12 19 12 20 1 16 1
5.1 1168784 36920 61469 26 11 17 13 12 0 20 2
5.2 1166376 39331 61463 22 12 15 12 18 0 20 2
5.3 1166480 39225 61465 20 12 21 10 15 3 19 1
5.4 1165558 40144 61469 21 11 24 11 13 2 17 2
5.5 1166423 39280 61471 22 14 24 9 10 2 19 1
5.6 1163597 42108 61466 18 15 22 9 16 0 20 1
5.7 1164135 41571 61478 27 12 26 11 10 1 13 1
