t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 6 33 18 8 0 24 2
0.1 1077047 128625 61469 9 6 34 19 5 0 27 1
0.2 1100642 105038 61475 13 7 37 17 8 0 17 2
0.3 1120035 85648 61469 18 6 27 17 7 0 23 3
0.4 1136515 69174 61466 14 7 27 17 15 1 19 1
0.5 1147773 57918 61463 14 6 25 17 16 3 20 0
0.6 1154711 50986 61466 18 11 25 11 14 2 18 2
0.7 1157945 47751 61455 15 11 17 11 16 2 27 2
0.8 1160535 45164 61468 24 11 21 11 10 2 20 2
0.9 1162871 42825 61473 20 11 28 13 11 2 16 0
1 1163053 42645 61461 20 12 17 11 13 1 25 2
1.1 1160678 45015 61460 14 9 22 14 17 1 22 2
1.2 1159921 45775 61472 22 9 25 15 12 1 16 1
1.3 1162967 42732 61464 23 8 17 15 15 1 20 2
1.4 1165476 40226 61467 19 9 24 14 21 1 11 2
1.5 1167302 38401 61461 22 8 15 15 19 2 19 1
1.6 1166080 39621 61468 24 10 21 12 13 2 17 2
1.7 1166366 39334 61462 18 9 17 17 21 0 19 0
1.8 1167271 38432 61470 29 9 16 15 13 0 17 2
1.9 1167083 38611 61472 19 9 27 16 13 1 16 0
2 1167511 38189 61473 20 11 27 14 17 0 11 1
2.1 1166930 38771 61465 20 10 22 12 17 2 16 2
2.2 1167330 38374 61464 21 10 20 12 19 2 15 2
2.3 1167599 38104 61462 20 11 18 12 19 1 18 2
2.4 1166484 39219 61464 18 13 20 12 19 1 18 0
2.5 1167437 38264 61472 23 10 25 13 14 2 13 1
2.6 1168132 37570 61466 22 12 19 12 16 0 18 2
2.7 1168018 37685 61464 21 9 22 11 17 3 16 2
2.8 1168090 37615 61468 26 11 18 12 14 1 18 1
2.9 1167503 38201 61459 17 12 19 10 22 0 18 3
3 1166789 38920 61461 20 10 18 12 23 3 15 0
3.1 1168519 37196 61466 27 13 14 11 21 0 15 0
3.2 1169460 36255 61460 27 11 10 11 23 1 16 2
3.3 1170002 35713 61473 29 11 21 11 20 1 7 1
3.4 1170038 35676 61471 29 13 18 10 18 1 11 1
3.5 1169955 35756 61461 20 14 16 10 23 1 17 0
3.6 1168390 37318 61470 20 14 25 10 21 0 10 1
3.7 1168628 37076 61466 21 13 19 12 18 0 17 1
3.8 1167989 37724 61463 22 15 17 8 22 2 14 1
3.9 1168601 37108 61466 22 14 21 8 19 2 13 2
4 1168264 37444 61466 20 15 21 9 19 2 15 0
4.1 1168789 36923 61471 27 18 19 6 15 1 13 2
4.2 1169162 36553 61463 26 12 14 10 21 4 14 0
4.3 1169689 36028 61467 26 13 18 9 23 3 8 1
4.4 1169910 35803 61467 26 13 14 13 22 0 13 0
4.5 1170393 35325 61464 29 9 14 11 23 4 10 1
4.6 1170416 35300 61467 26 13 18 9 23 1 9 2
4.7 1170567 35155 61465 28 16 14 6 24 1 10 2
4.8 1170568 35149 61464 26 15 14 8 22 1 14 1
4.9 1170169 35541 61463 24 12 18 8 20 1 14 4
5 1170244 35470 61467 25 13 17 11 23 0 11 1
5.1 1170514 35194 61468 25 13 20 9 17 1 13 3
5.2 1170628 35082 61462 21 13 16 11 24 0 14 2
5.3 1170566 35146 61469 29 12 16 11 17 1 14 1
5.4 1170675 35044 61462 26 10 15 10 26 3 10 1
5.5 1170735 34979 61469 29 11 16 12 19 1 13 0
5.6 1170375 35338 61465 23 14 17 10 22 0 15 0
5.7 1169403 36307 61456 20 11 14 10 23 2 20 1
5.8 1168659 37051 61466 24 13 18 10 18 1 17 0
5.9 1168881 36834 61466 28 12 18 7 17 4 14 1
6 1169564 36151 61470 30 13 18 8 15 2 15 0
6.1 1169415 36302 61470 27 12 23 7 19 1 12 0
6.2 1169712 36008 61472 29 13 23 6 20 0 9 1
6.3 1169384 36332 61461 26 13 15 6 18 2 21 0
6.4 1168041 37671 61468 22 14 24 7 19 0 15 0
6.5 1167524 38185 61464 19 13 24 7 20 0 17 1
6.6 1167980 37737 61461 22 11 19 8 25 2 14 0
6.7 1168753 36964 61463 24 14 18 6 21 1 17 0
6.8 1167330 38387 61464 24 13 20 6 22 0 15 1
6.9 1167877 37840 61469 25 13 23 7 21 1 11 0
7 1167498 38221 61470 27 15 22 5 19 1 12 0
7.1 1168813 36910 61461 25 14 16 5 25 2 14 0
7.2 1169653 36070 61469 31 15 17 5 20 0 12 1
7.3 1169591 36124 61464 24 12 18 9 22 0 16 0
7.4 1169420 36302 61466 30 15 15 5 19 1 16 0
7.5 1169049 36669 61470 29 14 21 5 17 1 13 1
7.6 1169696 36025 61466 26 16 17 6 23 0 13 0
7.7 1169447 36273 61461 28 13 15 4 21 2 15 3
7.8 1169671 36055 61461 30 11 14 5 25 4 10 2
7.9 1169806 35912 61462 24 16 15 6 22 1 17 0
8 1170009 35705 61463 25 11 19 7 18 5 16 0
8.1 1169278 36440 61465 26 14 16 8 22 1 14 0
8.2 1169279 36442 61457 23 15 13 5 26 2 16 1
8.3 1169458 36260 61468 27 14 21 5 20 2 10 2
8.4 1168904 36811 61462 23 16 17 5 19 2 19 0
8.5 1167884 37826 61462 20 17 19 5 17 1 22 0
8.6 1165892 39818 61459 19 13 22 4 19 3 19 2
8.7 1166323 39384 61463 15 11 28 8 23 2 13 1
8.8 1166024 39680 61473 23 10 31 8 13 2 12 2
8.9 1164798 40906 61458 22 9 19 7 15 2 23 4
9 1165519 40191 61471 28 12 20 10 14 0 17 0
9.1 1166300 39414 61461 23 13 17 7 22 0 17 2
9.2 1165778 39932 61465 21 15 22 6 18 0 18 1
9.3 1166102 39608 61468 20 15 27 5 19 0 13 2
9.4 1167251 38454 61464 23 10 23 7 13 2 21 2
9.5 1165662 40045 61465 17 11 28 8 20 2 15 0
9.6 1163921 41783 61469 23 13 26 6 11 0 20 2
9.7 1165389 40316 61464 25 8 19 11 14 2 21 1
9.8 1165609 40101 61467 29 7 18 12 16 1 17 1
9.9 1167015 38694 61467 27 7 19 13 18 0 16 1
10 1168135 37579 61468 28 9 19 11 20 0 13 1
10.1 1169214 36507 61455 25 10 9 10 29 0 17 1
10.2 1169297 36419 61468 29 9 18 11 21 0 12 1
10.3 1169987 35732 61463 28 6 16 12 26 2 10 1
10.4 1170440 35280 61468 30 12 16 9 21 0 13 0
10.5 1169947 35773 61462 30 12 12 7 20 1 18 1
10.6 1169835 35885 61469 28 13 19 8 22 0 11 0
10.7 1169596 36122 61464 28 11 16 8 21 1 15 1
10.8 1169798 35923 61465 26 11 19 8 27 0 8 2
10.9 1169849 35875 61465 32 12 12 8 23 0 13 1
11 1170185 35539 61463 28 11 13 10 28 0 11 0
11.1 1170529 35190 61460 26 10 15 8 26 0 13 3
11.2 1170137 35581 61468 29 13 18 7 19 0 14 1
11.3 1169463 36257 61464 28 13 15 7 22 0 15 1
11.4 1169643 36076 61456 25 13 11 6 23 1 21 1
11.5 1169690 36024 61470 28 12 21 8 17 1 13 1
11.6 1169421 36295 61464 24 12 19 8 22 2 14 0
11.7 1169614 36107 61465 30 15 14 5 19 1 16 1
11.8 1169455 36259 61470 27 16 21 5 15 0 16 1
11.9 1168842 36877 61465 25 13 18 8 24 1 12 0
12 1168356 37359 61455 18 13 15 8 28 0 18 1
12.1 1168064 37649 61461 23 12 16 9 22 0 18 1
12.2 1167602 38112 61465 28 10 16 10 20 0 15 2
12.3 1167978 37740 61462 29 11 11 10 21 1 18 0
12.4 1169018 36699 61470 29 10 20 10 20 1 11 0
12.5 1169616 36097 61459 24 7 16 11 23 2 17 1
12.6 1169932 35780 61472 31 8 22 10 15 1 12 2
12.7 1169407 36305 61461 30 8 13 9 15 2 22 2
12.8 1169481 36234 61473 28 12 26 6 16 2 10 1
12.9 1168541 37169 61466 23 13 21 8 17 0 19 0
13 1167470 38239 61465 19 10 25 10 23 0 13 1
13.1 1168638 37075 61464 26 9 18 10 21 0 15 2
13.2 1169228 36487 61469 27 10 22 9 19 3 11 0
13.3 1169730 35983 61470 28 15 18 8 16 0 15 1
13.4 1168996 36717 61469 23 13 21 11 23 0 10 0
13.5 1169544 36166 61468 23 14 21 9 19 0 14 1
13.6 1168146 37562 61458 19 13 17 8 19 3 22 0
13.7 1167594 38118 61467 27 12 19 8 16 3 15 1
13.8 1168215 37493 61465 25 10 20 9 17 1 16 3
13.9 1168008 37700 61466 26 8 17 14 18 1 17 0
14 1168629 37080 61461 22 9 15 14 23 1 17 0
14.1 1168617 37091 61469 22 11 22 13 21 1 11 0
14.2 1169173 36540 61468 26 14 18 9 20 0 12 2
14.3 1168845 36865 61464 28 10 17 8 15 4 16 3
14.4 1167626 38084 61463 25 14 14 9 16 2 21 0
14.5 1167404 38304 61462 20 14 19 8 19 1 19 1
14.6 1167356 38351 61472 27 14 21 9 12 0 17 1
14.7 1166855 38859 61463 24 13 19 6 20 3 14 2
14.8 1168237 37478 61462 23 11 18 9 23 3 14 0
14.9 1169413 36303 61464 25 13 20 5 20 3 13 2
15 1169307 36413 61466 24 15 21 5 25 1 8 2
15.1 1169796 35922 61460 25 15 12 7 22 1 19 0
15.2 1169967 35749 61464 24 14 18 7 21 2 15 0
15.3 1169723 35992 61468 29 15 16 7 15 1 18 0
15.4 1169229 36486 61463 19 16 21 6 25 0 13 1
15.5 1168852 36865 61472 25 15 25 6 21 1 7 1
15.6 1169450 36268 61465 30 10 19 5 15 7 15 0
15.7 1169537 36180 61469 29 17 17 5 15 0 18 0
15.8 1169488 36230 61468 23 17 23 4 21 1 12 0
15.9 1168487 37229 61472 25 14 25 7 20 1 9 0
16 1167753 37959 61475 31 13 22 8 11 1 15 0
16.1 1167607 38103 61458 18 13 20 6 22 1 19 2
16.2 1167276 38435 61460 23 11 16 9 19 2 21 0
16.3 1166364 39342 61463 21 10 23 8 16 3 19 1
16.4 1166559 39148 61464 21 12 23 7 17 1 18 2
16.5 1167294 38416 61464 22 11 20 10 20 1 17 0
16.6 1168097 37610 61468 20 8 28 11 21 2 10 1
16.7 1166761 38941 61467 16 9 30 11 20 1 13 1
