t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 9 6 30 22 7 0 23 3
0.1 1077371 128308 61463 9 7 26 20 8 2 25 3
0.2 1104654 101028 61474 13 8 31 21 8 0 16 3
0.3 1127272 78416 61468 16 5 21 25 14 0 17 2
0.4 1143590 62103 61474 18 11 25 19 11 0 14 2
0.5 1153822 51870 61468 16 8 22 21 15 0 15 3
0.6 1160365 45337 61474 20 13 23 17 16 0 9 2
0.7 1163527 42173 61458 15 10 13 19 19 2 22 0
0.8 1165651 40055 61465 18 13 18 15 19 2 14 1
0.9 1167007 38699 61466 19 14 19 13 17 2 14 2
1 1168196 37511 61458 17 14 15 11 20 2 17 4
1.1 1169307 36406 61469 21 17 19 11 19 3 9 1
1.2 1170040 35669 61472 21 16 20 14 17 2 10 0
1.3 1169393 36314 61469 23 16 18 11 12 3 15 2
1.4 1168472 37236 61460 20 19 8 12 15 0 26 0
1.5 1167621 38088 61467 18 20 18 10 17 0 16 1
1.6 1168396 37308 61463 16 14 21 11 16 4 16 2
1.7 1168775 36936 61464 16 17 17 13 23 1 13 0
1.8 1169203 36504 61467 19 17 17 13 17 0 16 1
1.9 1169060 36647 61471 24 16 17 13 12 0 17 1
2 1169407 36304 61471 23 14 22 11 15 4 10 1
2.1 1169692 36019 61465 24 15 12 13 15 3 18 0
2.2 1170015 35697 61470 23 19 18 9 15 1 13 2
2.3 1169518 36192 61458 15 16 15 11 23 2 16 2
2.4 1169717 35992 61466 26 14 13 12 13 2 17 3
2.5 1170236 35470 61467 17 14 18 17 22 1 10 1
2.6 1170032 35675 61470 23 14 16 16 16 2 12 1
2.7 1170489 35214 61471 19 15 22 14 15 2 11 2
2.8 1170489 35222 61465 21 18 15 10 16 4 15 1
2.9 1170277 35435 61467 22 16 15 13 18 4 12 0
3 1170748 34965 61468 25 16 13 13 17 3 12 1
3.1 1170602 35105 61470 20 17 18 14 17 2 11 1
3.2 1170622 35087 61469 19 17 17 15 20 2 10 0
3.3 1170340 35368 61470 25 18 11 15 14 0 16 1
3.4 1170172 35537 61467 19 16 14 17 23 0 10 1
3.5 1170676 35033 61466 21 15 11 18 21 1 13 0
3.6 1170733 34979 61466 23 16 14 12 20 2 9 4
3.7 1170969 34741 61471 26 16 12 16 16 1 12 1
3.8 1170800 34907 61471 24 14 15 17 16 2 11 1
3.9 1170230 35472 61466 19 16 13 17 16 0 18 1
4 1169036 36662 61468 18 15 16 18 13 1 19 0
4.1 1169064 36641 61475 26 16 17 15 10 2 13 1
4.2 1168977 36729 61457 17 15 13 11 20 2 17 5
4.3 1169390 36321 61475 30 17 13 14 11 1 13 1
4.4 1169996 35718 61465 23 16 14 11 18 5 12 1
4.5 1170006 35702 61470 20 19 19 11 17 1 10 3
4.6 1170581 35137 61466 23 20 11 11 21 3 11 0
4.7 1170686 35031 61470 26 22 13 8 15 4 11 1
4.8 1170609 35105 61466 23 22 9 11 17 2 16 0
4.9 1170937 34779 61470 25 22 13 9 17 2 10 2
5 1171101 34614 61483 32 23 15 12 10 0 8 0
