t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 5 33 15 8 0 27 2
0.1 1074218 131454 61474 13 4 37 16 3 0 26 2
0.2 1094585 111086 61464 5 3 36 16 10 1 28 2
0.3 1111027 94644 61464 7 5 31 17 9 0 30 2
0.4 1125787 79889 61477 12 7 38 16 7 0 20 1
0.5 1135524 70158 61464 9 6 30 15 15 2 23 1
0.6 1144836 60851 61473 18 9 28 14 10 0 21 1
0.7 1148892 56793 61461 12 9 24 12 12 2 29 1
0.8 1152170 53519 61469 14 7 32 12 15 3 16 2
0.9 1157376 48315 61463 14 10 23 12 16 0 25 1
1 1159286 46402 61469 15 6 28 16 15 1 20 0
1.1 1161660 44034 61470 19 9 26 12 15 1 17 2
1.2 1163851 41842 61476 20 12 28 12 11 1 17 0
1.3 1164380 41310 61467 17 9 24 13 14 1 21 2
1.4 1164203 41493 61467 17 9 23 14 19 2 17 0
1.5 1165473 40228 61472 27 11 16 14 15 0 17 1
1.6 1167351 38345 61467 20 8 20 15 19 1 16 2
1.7 1167464 38232 61470 23 10 18 15 15 0 19 1
1.8 1168100 37599 61474 24 9 24 13 16 2 11 2
1.9 1168353 37347 61472 24 12 18 14 16 0 17 0
2 1168742 36959 61465 20 11 17 13 21 1 17 1
2.1 1168271 37433 61471 25 14 18 10 17 0 15 2
2.2 1167446 38251 61471 22 12 22 11 14 1 17 2
2.3 1167047 38652 61466 19 11 19 13 20 1 17 1
2.4 1167209 38490 61469 21 12 18 14 18 0 18 0
2.5 1168037 37671 61462 23 13 15 7 23 1 14 5
2.6 1168367 37334 61462 17 11 17 13 24 1 17 1
2.7 1167986 37713 61473 22 12 25 10 17 0 11 4
2.8 1167785 37918 61470 24 13 19 10 18 0 14 3
2.9 1168513 37187 61468 24 8 15 17 19 1 17 0
3 1168849 36849 61466 20 10 17 15 20 0 18 1
3.1 1167514 38183 61472 26 9 20 13 12 2 17 2
3.2 1167702 37990 61468 18 9 24 13 15 2 18 2
3.3 1166664 39028 61471 22 9 24 12 11 2 18 3
3.4 1166824 38872 61470 19 12 23 12 16 1 17 1
3.5 1166118 39573 61462 17 8 19 14 17 1 22 3
3.6 1166582 39119 61472 25 11 19 13 15 1 17 0
3.7 1167871 37838 61467 24 11 16 12 23 2 13 0
3.8 1168815 36898 61473 27 15 20 7 19 3 10 0
3.9 1169166 36541 61465 21 14 18 8 21 2 16 1
4 1169515 36189 61473 22 14 25 8 18 1 11 2
4.1 1169881 35822 61479 26 14 25 10 14 0 11 1
4.2 1168753 36952 61468 20 16 21 7 20 0 15 2
4.3 1169018 36690 61469 29 10 16 10 16 4 15 1
4.4 1169081 36625 61479 23 19 27 6 15 0 11 0
4.5 1168113 37595 61468 26 17 14 7 15 1 21 0
4.6 1168711 36997 61467 22 14 21 6 22 1 11 4
4.7 1168815 36893 61474 25 15 20 10 19 0 12 0
4.8 1169066 36636 61470 23 13 18 12 17 0 18 0
4.9 1168869 36831 61464 19 9 20 12 22 0 16 3
5 1166922 38779 61467 22 9 20 12 19 1 16 2
5.1 1167769 37938 61472 23 13 22 10 21 0 11 1
5.2 1168737 36968 61463 19 12 18 10 23 1 17 1
5.3 1169173 36537 61464 23 11 16 10 23 3 15 0
5.4 1168615 37097 61458 23 16 6 9 24 0 23 0
5.5 1168431 37278 61465 25 13 13 10 21 1 17 1
5.6 1169449 36263 61470 28 11 16 11 21 3 11 0
5.7 1169660 36055 61470 29 13 14 10 22 2 11 0
5.8 1170324 35392 61471 34 13 11 9 18 2 13 1
5.9 1170252 35459 61471 26 13 17 11 23 0 10 1
6 1170816 34895 61470 24 13 18 11 25 0 9 1
6.1 1170334 35377 61468 26 12 15 11 22 2 13 0
6.2 1170747 34968 61467 29 13 12 9 24 0 11 3
6.3 1170721 34998 61461 26 14 8 9 30 0 12 2
6.4 1170897 34819 61463 27 10 10 12 27 2 13 0
6.5 1171116 34595 61469 29 8 15 13 21 3 12 0
6.6 1171097 34612 61476 32 9 18 13 18 0 9 2
6.7 1170446 35258 61469 28 6 17 14 19 1 13 3
6.8 1169028 36672 61473 25 8 20 16 17 0 15 0
6.9 1168900 36806 61465 25 7 16 13 22 0 16 2
7 1168865 36839 61475 29 7 22 13 14 1 15 0
7.1 1168453 37254 61467 28 10 15 10 15 1 22 0
7.2 1166938 38770 61466 24 10 20 8 19 2 17 1
7.3 1167542 38170 61478 32 11 21 10 16 0 11 0
