t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 5 32 17 8 1 25 2
0.1 1081437 124241 61470 14 5 35 13 6 2 21 5
0.2 1104436 101242 61468 7 7 37 14 12 0 21 3
0.3 1123048 82641 61472 18 7 30 14 11 1 18 2
0.4 1137917 67779 61463 20 5 21 14 15 3 22 1
0.5 1148863 56836 61462 19 10 21 9 17 0 21 4
0.6 1156098 49604 61465 18 10 23 11 20 2 16 1
0.7 1161809 43894 61474 24 11 25 11 15 1 13 1
0.8 1163695 42002 61466 21 8 20 14 16 0 20 2
0.9 1163205 42492 61466 23 7 19 14 14 1 21 2
1 1164287 41414 61466 24 9 17 13 16 0 20 2
1.1 1164585 41119 61479 28 12 24 12 12 0 13 0
1.2 1166020 39685 61475 26 13 22 11 14 0 15 0
1.3 1166834 38874 61463 20 13 19 8 22 1 16 2
1.4 1167484 38226 61465 26 10 15 11 20 1 17 1
1.5 1168351 37363 61471 29 10 17 12 21 1 11 0
1.6 1169091 36620 61467 25 9 18 12 22 2 13 0
1.7 1169215 36495 61471 34 6 15 13 14 3 15 1
1.8 1169713 35994 61464 24 7 17 13 23 1 13 3
1.9 1170459 35254 61462 22 8 14 15 31 0 10 1
2 1170640 35077 61464 31 9 11 10 22 2 14 2
2.1 1171060 34665 61467 33 12 10 9 26 1 9 1
2.2 1171203 34518 61462 25 12 14 8 30 1 9 2
2.3 1171128 34590 61472 30 14 17 8 21 0 10 1
2.4 1171112 34605 61464 21 13 18 9 31 0 7 2
2.5 1171008 34712 61469 29 15 15 7 24 0 9 2
2.6 1170779 34935 61461 22 10 15 11 27 3 13 0
2.7 1170200 35513 61466 26 14 14 9 20 1 17 0
2.8 1168869 36846 61472 28 16 18 7 18 1 13 0
2.9 1168956 36757 61466 24 15 17 7 21 1 15 1
3 1168511 37198 61460 17 13 18 9 26 1 16 1
3.1 1169084 36622 61474 29 11 19 12 14 0 15 1
3.2 1167985 37718 61463 24 10 16 10 17 0 20 4
3.3 1168136 37573 61474 27 9 22 13 19 2 9 0
3.4 1168114 37594 61464 26 10 15 10 19 0 18 3
3.5 1168291 37420 61467 28 10 15 11 19 1 16 1
3.6 1169233 36479 61461 22 10 16 10 25 2 15 1
3.7 1169077 36635 61461 23 10 15 10 25 1 15 2
