t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 5 31 18 8 1 25 2
0.1 1078521 127154 61464 7 6 30 17 10 0 27 3
0.2 1100206 105473 61464 11 8 26 15 8 0 29 3
0.3 1120044 85643 61464 11 8 27 14 14 2 22 2
0.4 1134326 71361 61476 17 10 30 15 8 0 19 1
0.5 1144454 61236 61469 14 10 28 13 13 1 19 2
0.6 1152773 52924 61471 20 12 22 13 12 1 20 0
0.7 1158178 47521 61467 18 12 21 12 16 1 19 1
0.8 1162268 43432 61473 21 13 24 11 13 1 16 1
0.9 1164815 40883 61471 17 13 25 12 15 1 17 0
1 1165030 40668 61468 16 11 23 14 19 0 16 1
1.1 1164357 41342 61466 20 9 19 14 17 1 18 2
1.2 1165898 39801 61470 24 9 19 14 14 0 17 3
1.3 1166563 39135 61467 13 13 26 11 20 0 15 2
1.4 1166735 38957 61473 20 9 28 12 9 2 17 3
1.5 1165153 40550 61466 22 12 17 11 16 1 19 2
1.6 1166718 38987 61461 18 10 19 10 20 4 18 1
1.7 1167577 38128 61476 18 14 30 10 20 0 7 1
1.8 1168834 36877 61472 27 15 16 10 16 0 16 0
1.9 1169172 36546 61457 19 14 14 6 29 3 13 2
2 1170174 35542 61469 25 13 16 11 25 0 9 1
2.1 1170250 35465 61465 27 13 12 9 20 1 17 1
2.2 1169942 35772 61476 30 14 19 9 15 1 12 0
2.3 1169134 36570 61468 20 10 23 11 19 1 14 2
2.4 1168844 36860 61471 24 10 19 14 16 0 17 0
2.5 1168389 37320 61467 19 13 21 10 22 0 15 0
2.6 1168002 37704 61466 18 11 22 11 21 1 16 0
2.7 1168726 36984 61465 25 9 18 9 18 3 16 2
2.8 1167993 37717 61462 23 11 14 10 20 1 20 1
2.9 1167830 37876 61462 17 11 19 11 23 0 18 1
3 1167976 37735 61467 26 11 17 9 18 1 16 2
3.1 1167989 37724 61468 27 13 14 10 18 0 18 0
3.2 1168892 36818 61461 20 9 18 10 23 3 16 1
3.3 1169208 36501 61470 25 9 18 14 21 0 12 1
3.4 1169473 36234 61467 22 10 18 13 21 0 15 1
3.5 1169412 36301 61477 28 12 21 12 19 0 8 0
3.6 1168725 36985 61464 22 9 17 12 22 2 16 0
3.7 1168752 36957 61473 27 10 21 11 16 1 13 1
3.8 1169028 36683 61471 25 13 19 10 18 0 15 0
3.9 1169365 36349 61467 23 11 20 9 22 1 14 0
4 1168794 36919 61470 21 13 25 7 21 1 12 0
4.1 1167406 38300 61464 18 12 23 7 18 1 20 1
4.2 1165080 40623 61465 20 10 23 8 15 1 21 2
4.3 1165307 40405 61467 25 14 18 6 17 0 18 2
4.4 1166714 39002 61465 21 14 20 6 24 1 13 1
4.5 1167895 37818 61468 26 12 19 7 16 3 17 0
4.6 1167847 37862 61462 20 11 17 10 21 1 20 0
4.7 1167734 37971 61465 20 8 24 9 19 2 15 3
4.8 1167941 37765 61470 18 12 27 9 20 0 13 1
4.9 1167846 37858 61468 22 10 24 8 13 3 19 1
5 1167123 38581 61465 21 10 22 8 15 2 20 2
5.1 1166299 39405 61466 21 9 24 8 16 2 17 3
5.2 1166774 38935 61461 21 9 16 11 22 1 19 1
5.3 1167222 38493 61472 30 12 19 7 17 0 12 3
5.4 1168735 36981 61472 31 11 17 9 16 2 14 0
5.5 1168866 36846 61468 25 10 19 10 20 2 13 1
5.6 1169201 36515 61468 26 13 17 8 20 2 14 0
5.7 1169250 36461 61479 27 16 26 6 12 1 12 0
5.8 1168561 37150 61467 27 10 16 10 16 4 17 0
5.9 1168902 36814 61458 20 14 13 7 26 2 17 1
6 1169331 36381 61466 20 13 19 10 24 1 13 0
6.1 1169593 36124 61461 25 15 11 6 22 1 18 2
6.2 1169366 36349 61473 34 13 13 9 13 1 16 1
6.3 1169339 36379 61459 24 14 11 6 24 2 17 2
6.4 1168752 36962 61465 20 14 21 6 25 0 11 3
6.5 1169568 36147 61465 29 12 13 7 16 3 19 1
6.6 1168675 37034 61462 13 15 24 6 25 1 15 1
6.7 1168766 36947 61469 25 17 16 7 17 0 18 0
6.8 1168579 37134 61465 20 14 19 8 24 1 13 1
6.9 1168476 37238 61471 25 14 20 8 20 1 11 1
7 1167641 38074 61463 25 11 14 9 21 4 16 0
7.1 1168734 36984 61457 22 16 10 5 25 1 19 2
7.2 1169116 36608 61471 29 17 14 7 24 0 9 0
7.3 1169658 36063 61469 28 12 17 8 24 2 8 1
7.4 1170153 35567 61473 35 14 14 6 14 2 14 1
7.5 1170179 35540 61473 35 12 14 8 14 3 14 0
7.6 1170360 35360 61468 27 13 15 9 24 1 11 0
7.7 1170407 35315 61468 25 17 16 6 25 0 11 0
7.8 1170217 35500 61467 24 15 18 6 21 2 14 0
7.9 1169805 35907 61466 27 12 16 7 17 1 17 3
8 1170039 35677 61463 26 13 12 8 21 1 18 1
8.1 1169765 35949 61465 22 13 19 7 23 1 13 2
8.2 1169470 36238 61464 22 9 20 9 19 3 16 2
8.3 1169198 36516 61471 30 12 16 9 16 1 15 1
8.4 1169458 36254 61462 25 12 14 7 20 0 18 4
8.5 1169208 36500 61468 20 12 23 9 21 0 13 2
8.6 1169101 36612 61470 26 12 18 10 19 1 14 0
8.7 1168950 36763 61473 27 16 21 5 15 0 14 2
8.8 1169285 36431 61473 25 16 22 6 19 1 11 0
8.9 1169178 36535 61463 22 11 18 8 21 4 16 0
9 1168855 36858 61458 20 14 14 6 24 0 19 3
9.1 1168613 37096 61466 19 15 22 6 19 1 17 1
9.2 1167347 38368 61459 20 13 16 6 23 4 18 0
9.3 1168656 37061 61467 22 14 21 6 23 3 11 0
9.4 1169036 36678 61469 26 12 19 8 19 2 13 1
9.5 1169698 36022 61461 25 15 11 6 25 0 16 2
9.6 1169820 35897 61463 27 14 10 8 21 0 19 1
9.7 1169707 36008 61474 31 10 17 12 18 1 11 0
9.8 1170464 35251 61465 25 9 17 10 23 4 11 1
9.9 1170154 35562 61464 25 13 13 9 23 1 15 1
10 1170578 35140 61473 34 12 16 7 15 2 12 2
10.1 1170787 34931 61471 28 14 17 8 20 1 12 0
10.2 1170323 35396 61466 30 12 13 7 18 4 16 0
10.3 1170252 35465 61471 28 10 22 7 19 5 8 1
10.4 1168819 36895 61467 23 14 19 7 20 2 15 0
10.5 1169274 36443 61478 33 14 19 8 15 1 9 1
10.6 1169702 36016 61474 33 13 15 9 17 1 11 1
10.7 1169846 35868 61461 24 10 10 13 25 0 18 0
10.8 1169833 35881 61467 28 9 15 11 20 2 14 1
10.9 1169946 35769 61464 27 8 15 10 20 5 15 0
11 1170415 35305 61470 33 13 11 9 18 1 15 0
11.1 1170148 35570 61467 31 11 11 10 20 1 15 1
11.2 1170180 35537 61472 28 14 18 8 20 0 11 1
11.3 1169671 36050 61466 27 13 15 7 24 1 12 1
11.4 1169720 36000 61468 22 15 21 6 26 1 9 0
11.5 1170097 35618 61470 23 13 23 7 22 1 10 1
11.6 1169315 36400 61468 26 12 16 10 21 0 15 0
11.7 1169081 36634 61475 30 12 19 10 17 0 12 0
11.8 1169562 36152 61469 25 12 19 9 21 0 13 1
11.9 1169714 36003 61470 27 12 19 8 21 2 10 1
12 1170022 35694 61470 28 14 16 8 19 0 14 1
12.1 1170297 35422 61462 25 12 12 9 26 1 14 1
12.2 1170581 35139 61465 29 10 14 8 23 3 11 2
12.3 1170551 35166 61469 31 12 13 9 18 1 15 1
12.4 1170197 35516 61468 23 12 23 6 21 2 10 3
12.5 1169739 35972 61466 23 11 19 9 21 1 14 2
12.6 1169251 36466 61468 25 16 17 6 21 0 14 1
