t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 8 8 28 22 7 1 24 2
0.1 1082035 123646 61469 10 12 26 19 7 1 23 2
0.2 1105547 100132 61467 11 8 26 20 7 2 22 4
0.3 1124612 81064 61468 7 8 29 22 9 2 20 3
0.4 1140340 65338 61465 9 10 24 20 7 3 24 3
0.5 1149921 55768 61466 11 15 21 17 12 2 20 2
0.6 1157576 48123 61476 16 18 27 13 11 4 11 0
0.7 1162378 43326 61472 17 22 20 11 13 1 16 0
0.8 1165141 40566 61469 21 21 16 9 12 2 17 2
0.9 1165994 39709 61467 17 21 16 11 13 1 20 1
1 1166842 38863 61468 21 15 17 13 14 4 14 2
1.1 1168025 37677 61463 18 16 9 18 17 1 21 0
1.2 1168582 37117 61469 25 10 10 22 12 2 18 1
1.3 1169115 36584 61474 21 13 20 18 14 1 10 3
1.4 1169857 35847 61473 21 15 17 18 16 2 11 0
1.5 1170056 35655 61477 25 18 15 17 18 1 6 0
1.6 1170548 35156 61469 24 16 14 13 12 3 14 4
1.7 1170231 35479 61471 23 20 14 12 15 3 12 1
1.8 1170525 35185 61478 28 18 16 14 12 3 8 1
1.9 1170979 34732 61475 20 21 19 13 20 1 5 1
2 1170882 34828 61470 28 18 10 12 11 3 16 2
2.1 1170578 35135 61459 17 17 12 11 23 6 13 1
2.2 1170625 35087 61473 25 21 14 11 14 1 13 1
2.3 1170445 35271 61474 29 21 11 11 14 1 12 1
2.4 1170928 34786 61471 22 20 14 13 21 1 8 1
2.5 1171275 34439 61471 27 18 13 11 17 2 8 4
2.6 1171172 34538 61456 13 18 11 12 26 3 15 2
2.7 1171225 34483 61474 25 18 18 11 14 0 9 5
2.8 1170953 34760 61475 25 20 18 10 14 3 9 1
2.9 1170630 35081 61474 26 21 15 10 12 0 14 2
3 1170772 34944 61469 22 21 14 10 20 1 11 1
3.1 1170856 34862 61468 24 21 11 10 20 1 12 1
3.2 1170348 35366 61470 24 17 15 12 20 1 8 3
3.3 1170624 35088 61472 24 16 17 13 18 2 8 2
3.4 1170881 34829 61465 20 15 16 12 20 3 11 3
3.5 1170540 35165 61471 23 14 17 15 15 2 11 3
3.6 1170364 35342 61467 19 17 16 13 18 1 13 3
3.7 1169742 35967 61467 18 19 15 13 20 1 13 1
3.8 1169713 35994 61468 18 18 18 12 17 3 13 1
3.9 1169691 36018 61471 21 19 18 11 17 1 10 3
4 1169618 36091 61463 18 18 11 14 21 1 16 1
4.1 1169732 35975 61474 21 17 19 15 17 1 9 1
4.2 1169479 36228 61466 21 18 12 13 17 1 15 3
4.3 1170161 35548 61465 19 18 12 14 20 2 14 1
4.4 1170395 35308 61469 16 15 22 14 18 4 9 2
4.5 1169998 35707 61470 18 19 18 13 16 2 13 1
4.6 1169768 35933 61475 17 18 23 15 14 2 11 0
4.7 1169493 36205 61467 14 18 18 15 17 0 15 3
4.8 1169178 36522 61475 17 16 23 17 15 3 9 0
4.9 1168993 36706 61478 21 16 22 17 12 1 9 2
5 1168711 36993 61472 22 18 15 15 12 3 15 0
5.1 1168842 36863 61480 27 21 18 12 7 1 12 2
5.2 1169567 36145 61468 19 20 14 13 21 3 10 0
5.3 1170242 35471 61469 23 22 11 11 18 0 13 2
5.4 1170556 35161 61469 26 20 11 10 18 2 11 2
5.5 1170990 34730 61463 22 22 7 10 24 1 13 1
5.6 1170992 34725 61472 29 20 11 10 14 3 12 1
5.7 1171110 34605 61464 22 16 13 11 21 5 10 2
5.8 1170953 34758 61477 24 22 17 12 14 1 10 0
5.9 1170638 35077 61470 22 23 14 9 18 2 11 1
6 1170800 34912 61477 21 21 21 12 18 2 5 0
6.1 1170801 34913 61465 21 20 13 9 20 1 13 3
6.2 1170396 35315 61470 22 18 15 13 17 2 13 0
6.3 1170727 34989 61464 20 19 13 10 23 2 11 2
6.4 1171194 34523 61473 30 17 10 14 17 1 10 1
6.5 1171246 34465 61475 27 17 14 15 15 0 11 1
6.6 1170844 34865 61465 19 15 14 15 22 1 12 2
6.7 1171099 34614 61475 31 14 12 16 13 4 10 0
6.8 1171070 34646 61470 28 17 8 15 18 1 13 0
6.9 1170862 34852 61468 25 17 13 11 19 1 10 4
7 1171223 34494 61473 29 17 9 16 19 0 10 0
7.1 1171146 34571 61471 27 18 12 12 18 2 10 1
7.2 1170979 34733 61462 21 16 9 14 20 4 16 0
7.3 1170805 34904 61478 25 20 17 14 13 0 11 0
7.4 1170217 35489 61473 21 16 18 16 17 1 10 1
7.5 1170538 35170 61473 24 18 17 12 13 3 11 2
7.6 1170282 35429 61469 20 22 14 11 18 1 13 1
7.7 1170599 35115 61468 18 23 15 10 21 1 12 0
7.8 1170714 34996 61472 20 20 19 11 17 2 10 1
7.9 1169950 35758 61462 18 15 12 15 22 2 14 2
8 1170089 35620 61460 11 17 18 12 27 3 10 2
8.1 1170123 35588 61471 24 17 14 14 17 1 12 1
8.2 1170552 35162 61466 23 17 9 15 22 0 13 1
8.3 1170752 34960 61469 26 15 12 14 17 2 12 2
8.4 1170930 34781 61474 24 14 17 17 20 1 6 1
8.5 1171246 34466 61470 27 18 11 12 15 0 14 3
8.6 1170510 35197 61461 19 12 13 15 20 4 15 2
8.7 1170285 35421 61469 24 13 12 18 16 1 15 1
8.8 1170626 35084 61466 19 17 13 15 22 0 13 1
8.9 1170324 35386 61470 24 16 14 14 17 1 12 2
9 1170593 35123 61467 25 18 12 10 20 1 10 4
9.1 1170133 35575 61467 21 16 13 15 19 0 14 2
9.2 1170458 35248 61472 24 11 16 19 17 2 10 1
9.3 1170454 35256 61462 21 16 11 12 19 1 17 3
9.4 1170539 35174 61467 23 17 13 12 19 1 13 2
9.5 1170520 35193 61469 22 16 17 12 18 4 11 0
9.6 1169944 35770 61462 20 19 14 7 21 1 13 5
9.7 1170041 35676 61467 25 18 11 11 19 2 13 1
9.8 1170532 35183 61467 20 17 15 13 23 2 10 0
9.9 1170994 34719 61476 26 16 17 15 17 2 7 0
10 1170741 34968 61464 18 18 12 14 21 1 15 1
10.1 1170665 35045 61466 21 16 14 13 19 3 12 2
10.2 1170807 34905 61472 19 20 17 14 22 0 8 0
10.3 1170758 34952 61472 20 21 17 12 18 0 11 1
10.4 1170695 35011 61467 23 16 11 15 14 2 18 1
10.5 1170289 35421 61473 26 16 13 16 15 1 13 0
10.6 1170332 35382 61478 29 19 15 13 13 1 10 0
10.7 1170724 34991 61467 22 20 12 11 20 1 13 1
10.8 1170923 34794 61475 26 19 17 11 17 3 7 0
10.9 1171184 34537 61469 23 24 15 5 19 2 11 1
11 1170719 35000 61468 22 24 14 6 19 1 13 1
11.1 1169909 35803 61465 18 19 17 9 18 4 15 0
11.2 1170009 35702 61468 19 20 21 6 15 4 13 2
11.3 1168252 37456 61463 14 22 17 8 18 1 19 1
11.4 1168191 37516 61478 18 23 26 9 13 0 11 0
11.5 1167560 38147 61466 20 21 16 7 11 2 21 2
11.6 1166760 38948 61469 17 19 21 10 17 2 13 1
11.7 1167501 38204 61460 15 19 12 12 18 0 23 1
11.8 1167337 38369 61468 17 20 19 10 16 0 16 2
11.9 1168002 37710 61469 22 19 15 11 16 2 15 0
12 1169262 36451 61469 23 18 13 13 18 1 14 0
12.1 1169820 35893 61469 16 20 21 10 23 1 8 1
12.2 1169620 36093 61471 22 19 17 11 17 2 12 0
12.3 1170015 35704 61468 24 17 15 10 21 4 8 1
12.4 1170075 35645 61469 26 20 13 8 18 3 11 1
12.5 1170438 35280 61456 17 16 13 8 26 6 12 2
12.6 1170680 35038 61471 21 21 17 10 23 0 7 1
12.7 1170814 34900 61466 23 17 13 11 19 2 13 2
12.8 1170982 34731 61470 23 16 15 14 19 2 11 0
12.9 1170976 34735 61469 22 15 18 12 17 4 11 1
13 1170730 34984 61465 21 17 12 13 21 1 15 0
13.1 1170666 35050 61468 30 16 11 9 13 3 15 3
13.2 1170640 35074 61467 23 14 17 11 20 3 9 3
