t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 11 5 31 17 8 1 26 2
0.1 1080326 125359 61464 12 5 27 16 17 0 20 4
0.2 1104892 100792 61473 17 4 29 19 11 1 19 1
0.3 1121633 84050 61468 11 9 30 14 13 0 21 3
0.4 1134866 70817 61469 11 7 30 17 15 0 19 2
0.5 1145615 60071 61471 18 8 26 15 9 1 22 2
0.6 1152080 53605 61473 14 9 30 16 12 0 19 1
0.7 1156816 48875 61474 20 7 27 16 13 1 15 2
0.8 1161360 44339 61470 24 11 17 14 14 0 20 1
0.9 1164639 41057 61471 23 9 19 16 14 1 18 1
1 1166126 39575 61472 25 9 21 13 16 2 12 3
1.1 1167694 38009 61473 26 9 20 14 17 2 11 2
1.2 1168334 37370 61467 22 11 16 14 22 1 13 2
1.3 1168890 36816 61470 26 16 14 10 16 0 17 2
1.4 1168945 36762 61465 21 14 16 10 21 3 15 1
1.5 1168680 37021 61475 23 16 22 10 15 0 12 3
1.6 1168203 37492 61470 13 14 26 13 19 2 14 0
1.7 1167778 37926 61468 22 14 16 12 18 3 16 0
1.8 1168213 37489 61471 23 16 19 9 15 1 15 3
1.9 1168516 37192 61480 30 19 18 9 11 1 13 0
2 1169267 36444 61475 29 18 15 9 16 1 12 1
2.1 1169633 36075 61468 24 17 15 8 18 2 15 2
2.2 1169753 35952 61468 24 11 14 15 20 3 14 0
2.3 1169767 35936 61481 30 14 19 14 11 1 12 0
2.4 1170177 35528 61474 29 14 16 11 15 0 12 4
2.5 1169964 35737 61468 23 14 14 13 18 0 16 3
2.6 1169352 36348 61463 18 12 17 12 21 3 15 3
2.7 1169574 36130 61472 19 15 22 12 22 2 8 1
2.8 1169897 35807 61473 24 16 16 13 17 1 14 0
2.9 1170085 35620 61471 20 15 21 11 21 3 9 1
3 1170110 35597 61478 26 18 19 11 16 1 10 0
3.1 1170320 35388 61475 26 16 18 11 18 2 9 1
3.2 1170185 35520 61473 24 17 15 13 18 0 14 0
3.3 1169367 36332 61467 20 14 15 14 18 1 18 1
3.4 1169055 36640 61469 20 13 19 13 14 2 18 2
3.5 1167981 37719 61472 22 14 19 13 16 2 14 1
3.6 1168209 37493 61475 23 18 19 11 15 0 14 1
3.7 1167997 37705 61475 29 16 13 13 10 1 19 0
3.8 1169047 36657 61469 22 14 15 14 20 2 14 0
3.9 1169874 35831 61470 22 16 15 13 21 0 13 1
4 1170072 35634 61478 27 15 18 14 17 0 10 0
4.1 1170149 35553 61470 21 12 16 17 22 0 13 0
4.2 1169892 35812 61475 30 11 15 15 14 2 13 1
4.3 1169615 36089 61472 25 14 14 15 18 0 15 0
4.4 1169474 36222 61471 23 9 19 16 15 3 14 2
4.5 1168421 37276 61468 20 11 16 17 18 2 17 0
4.6 1167234 38457 61469 19 13 18 15 13 0 21 2
4.7 1167340 38349 61465 17 10 18 16 14 2 22 2
4.8 1166285 39405 61472 17 10 26 15 15 1 14 3
4.9 1168069 37626 61470 23 9 19 15 14 2 16 3
5 1168628 37073 61468 14 17 23 10 21 2 14 0
5.1 1167703 37994 61468 15 14 25 10 18 3 14 2
5.2 1166739 38959 61467 18 18 16 11 15 0 23 0
5.3 1166804 38898 61469 20 17 19 9 16 2 17 1
5.4 1167276 38423 61475 21 18 23 9 13 0 15 2
5.5 1167563 38138 61465 19 17 16 9 17 1 20 2
5.6 1168044 37660 61472 22 16 20 10 17 1 14 1
5.7 1167876 37825 61476 25 16 21 10 12 0 15 2
5.8 1167636 38067 61468 15 18 22 9 21 1 15 0
5.9 1167670 38035 61476 26 16 19 11 15 0 13 1
6 1168900 36805 61470 24 12 17 13 20 1 12 2
6.1 1168705 36992 61461 12 10 19 16 25 2 17 0
6.2 1168846 36860 61470 21 13 20 12 23 1 9 2
6.3 1169084 36621 61472 24 13 19 12 18 2 12 1
6.4 1169538 36164 61481 27 12 25 13 14 1 7 2
6.5 1169542 36164 61476 26 17 18 11 16 0 12 1
6.6 1169689 36016 61470 28 15 12 11 14 1 18 2
6.7 1169325 36380 61478 28 15 19 12 14 1 11 1
6.8 1169017 36684 61467 20 12 15 16 21 1 16 0
6.9 1169646 36065 61471 28 14 14 11 20 2 10 2
7 1169997 35712 61476 28 16 16 12 18 0 10 1
7.1 1170265 35446 61464 20 15 14 11 27 2 11 1
