t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 10 7 28 22 8 1 22 2
0.1 1077878 127798 61468 12 7 25 23 7 0 24 2
0.2 1102126 103556 61466 14 8 23 20 9 1 22 3
0.3 1121838 83843 61470 13 10 32 14 7 0 17 7
0.4 1138247 67441 61475 17 11 31 15 5 3 17 1
0.5 1148910 56782 61464 15 15 19 14 10 0 26 1
0.6 1153771 51920 61468 14 14 27 12 8 3 21 1
0.7 1158746 46955 61468 19 16 20 12 13 1 18 1
0.8 1162571 43137 61471 23 17 19 11 15 1 13 1
0.9 1163997 41708 61458 17 13 17 10 18 4 19 2
1 1166048 39662 61473 23 17 23 9 14 3 11 0
1.1 1167264 38448 61475 26 17 21 10 15 1 9 1
1.2 1168223 37488 61464 18 17 19 9 21 2 13 1
1.3 1168698 37009 61473 26 13 19 14 13 2 13 0
1.4 1168599 37108 61467 21 14 18 13 18 1 14 1
1.5 1169190 36517 61466 20 14 18 13 19 1 14 1
1.6 1168632 37081 61458 16 13 15 13 28 3 12 0
1.7 1169341 36372 61473 33 12 14 13 13 2 11 2
1.8 1170329 35386 61463 26 11 13 12 21 4 11 2
1.9 1170629 35083 61465 26 15 11 12 18 0 16 2
2 1170417 35294 61467 25 13 16 12 18 2 12 2
2.1 1170310 35405 61465 30 14 10 10 16 2 15 3
2.2 1170308 35405 61472 27 16 18 10 16 1 10 2
2.3 1170081 35632 61470 25 17 17 10 18 0 11 2
2.4 1169806 35902 61461 20 16 15 9 18 1 18 3
2.5 1168627 37081 61473 24 19 20 9 11 2 15 0
2.6 1168553 37155 61471 25 18 19 8 12 1 14 3
2.7 1169078 36632 61464 18 17 16 12 22 1 14 0
2.8 1169449 36254 61472 25 13 20 13 11 2 14 2
2.9 1169078 36622 61464 17 12 18 16 18 1 17 1
3 1168148 37558 61464 16 17 18 12 21 0 15 1
3.1 1168278 37428 61460 17 11 16 15 23 2 15 1
3.2 1168456 37247 61460 18 9 18 14 20 2 16 3
3.3 1168732 36971 61466 23 9 17 16 15 2 17 1
3.4 1168205 37500 61471 24 11 21 14 15 1 12 2
3.5 1167926 37779 61465 20 9 20 15 18 4 14 0
3.6 1168314 37389 61458 22 11 13 11 15 2 21 5
3.7 1168947 36760 61471 22 15 21 12 17 0 11 2
3.8 1169089 36617 61465 21 16 17 10 14 2 19 1
3.9 1168305 37405 61458 18 15 14 10 20 4 19 0
4 1167673 38032 61455 20 13 12 9 17 2 22 5
4.1 1167686 38023 61465 21 14 16 13 20 1 14 1
