t ca2er ca2i ip3 s000 s001 s010 s011 s100 s101 s110 s111
0 1053875 151801 61468 9 6 30 20 7 1 26 2
0.1 1078872 126807 61465 10 5 25 22 11 0 26 2
0.2 1101303 104370 61472 5 3 37 24 12 0 18 2
0.3 1117100 88578 61474 11 5 33 22 8 1 20 1
0.4 1131468 74211 61468 12 4 29 20 7 3 24 2
0.5 1142896 62789 61470 13 13 28 13 6 0 25 3
0.6 1150038 55654 61470 13 13 30 11 10 2 20 2
0.7 1156447 49252 61477 21 12 29 12 10 2 13 2
0.8 1159544 46155 61468 16 13 23 13 14 2 20 0
0.9 1163095 42606 61467 16 10 24 14 19 1 15 2
1 1161512 44189 61464 15 13 21 12 16 2 22 0
1.1 1164170 41535 61471 18 15 25 10 16 2 14 1
1.2 1166324 39380 61469 18 14 24 10 17 1 14 3
1.3 1167632 38076 61478 27 15 23 10 10 2 13 1
1.4 1167909 37804 61469 23 18 16 9 17 1 17 0
1.5 1167938 37776 61467 24 16 15 9 17 3 17 0
1.6 1168563 37152 61466 23 18 14 8 20 0 16 2
1.7 1169199 36516 61466 24 13 16 10 20 4 13 1
1.8 1169585 36130 61466 20 15 17 11 24 3 11 0
1.9 1169835 35877 61460 22 11 14 10 21 5 15 3
2 1170165 35540 61473 22 12 23 13 16 2 11 2
2.1 1170020 35689 61472 24 16 16 13 16 1 15 0
2.2 1169632 36075 61470 23 14 20 10 13 5 15 1
2.3 1169475 36236 61466 21 16 16 10 18 4 16 0
2.4 1169150 36560 61478 27 19 22 7 11 1 11 3
2.5 1169142 36567 61469 18 18 21 9 20 1 12 2
2.6 1169323 36387 61468 20 17 20 8 18 3 13 2
2.7 1168555 37149 61472 21 17 20 11 13 1 17 1
2.8 1168459 37250 61469 16 20 21 9 20 2 13 0
2.9 1168603 37105 61480 26 19 22 10 11 0 12 1
3 1168471 37236 61470 24 15 16 12 15 1 16 2
3.1 1168369 37335 61460 16 14 14 13 21 1 20 2
3.2 1168136 37571 61470 20 15 19 13 19 0 14 1
3.3 1168837 36872 61466 22 15 14 12 19 0 17 2
3.4 1169119 36587 61475 26 10 23 13 13 4 10 2
3.5 1169317 36392 61468 26 14 14 11 13 3 19 1
3.6 1169659 36046 61467 17 11 21 15 22 2 12 1
3.7 1168603 37098 61464 13 16 21 11 19 0 19 2
3.8 1167726 37983 61468 23 16 19 7 15 1 16 4
3.9 1168163 37543 61467 25 9 17 13 15 3 16 3
4 1167653 38052 61467 20 13 18 13 18 0 17 2
4.1 1167218 38489 61465 19 14 18 11 19 0 18 2
4.2 1168412 37294 61474 18 13 27 13 20 2 7 1
4.3 1168973 36732 61468 17 16 20 12 18 1 17 0
4.4 1169231 36477 61478 27 14 21 13 13 1 11 1
4.5 1169453 36258 61470 25 15 15 12 17 2 14 1
4.6 1169181 36529 61466 14 17 20 12 26 1 11 0
4.7 1169004 36700 61473 22 12 21 15 15 3 13 0
4.8 1169186 36521 61476 29 12 16 16 13 1 13 1
4.9 1169371 36341 61468 25 15 13 12 19 1 14 2
5 1170056 35657 61468 21 16 16 12 23 1 11 1
5.1 1169999 35711 61474 23 18 19 11 18 0 10 2
5.2 1170236 35473 61474 27 18 15 11 13 0 15 2
5.3 1169902 35809 61461 19 17 10 12 22 2 19 0
5.4 1168838 36867 61464 18 13 16 14 19 4 17 0
5.5 1169505 36207 61466 19 16 17 11 23 3 11 1
5.6 1169372 36342 61464 21 15 15 10 22 4 13 1
5.7 1169363 36351 61460 19 16 13 9 23 3 17 1
5.8 1169470 36246 61466 27 17 11 8 16 2 19 1
5.9 1169378 36341 61469 21 19 18 8 24 2 9 0
6 1169656 36065 61463 25 17 12 6 22 3 14 2
6.1 1170099 35621 61470 23 20 19 5 21 2 10 1
6.2 1169980 35736 61462 22 18 14 5 17 4 21 0
6.3 1169535 36184 61462 19 22 14 4 22 1 19 0
6.4 1169466 36248 61471 21 21 22 4 16 1 15 1
6.5 1168698 37015 61473 23 21 21 5 14 0 16 1
6.6 1168164 37552 61468 21 20 20 4 18 1 16 1
6.7 1167389 38324 61470 19 18 25 5 17 2 15 0
6.8 1167487 38230 61469 23 19 19 5 17 1 17 0
6.9 1168023 37687 61474 28 14 20 9 11 0 17 2
7 1167499 38214 61466 21 13 23 6 17 4 16 1
